review_batch,reviewed_at,epic_id,manual_label,manual_label_family,training_eligibility,cnn_score,cnn_interpretation,manual_vs_cnn_status,error_family,candidate_survivor_score,gatevetter_score,primary_depth_snr,odd_even_depth_ratio,oot_to_depth,candidate_period_count,alias_risk,trusted_period_validation,manual_reason,reason_status
gatevetter_v0_2_batch_next_top_hold_review,2026-06-17,EPIC_211945502,low_priority_negative,negative,exclude_for_now,0.9337005615234375,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.660165,0.55,2.590519119179006,0.9939257227883731,0.8624445669736938,15,low,true,"Trusted refreshed period, excellent odd/even, low alias risk, good event count, but weak SNR=2.59, high OOT/depth=0.862, very short period, high candidate_period_count. Not candidate_like.",complete_user_supplied
gatevetter_v0_2_batch_next_top_hold_review,2026-06-17,EPIC_211964543,uncertain_hold_period_ambiguous,hold,exclude_for_now,0.761160671710968,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.552343,0.552343,6.0436529450834815,,,23,period_ambiguous,false,"Visible dip-like features and SNR=6.04, no measured secondary, but period is ambiguous/untrusted, odd/even and OOT missing, alias_risk=period_ambiguous, candidate_period_count=1491. Needs period confirmation.",complete_user_supplied
gatevetter_v0_2_batch_next_top_hold_review,2026-06-17,EPIC_211998546,reject_as_noise_or_artifact,negative,exclude_for_now,0.6017098426818848,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.410769,0.410769,2.904263316834605,0.8440048149006283,0.5426116212010157,28,low,true,"Trusted period and low alias risk, but weak SNR=2.90, OOT/depth=0.543, long-ish duration_fraction=0.124, low event support. Reject/noise.",complete_user_supplied
gatevetter_v0_2_batch_next_top_hold_review,2026-06-17,EPIC_212005801,uncertain_hold_positive,hold,exclude_for_now,0.6874094009399414,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.531435,0.531435,13.600314639209568,,,17,period_ambiguous,false,"Visually promising coherent dip, strong SNR=13.6, reasonable duration, moderate event support, no obvious secondary, but period is ambiguous/untrusted and odd/even, OOT, secondary_snr are missing. Needs period confirmation and diagnostic recompute.",complete_user_supplied
gatevetter_v0_2_batch_next_top_hold_review,2026-06-17,EPIC_212011152,reject_as_noise_or_artifact,negative,exclude_for_now,0.6663674116134644,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.506695,0.506695,4.203060827778526,,,27,period_ambiguous,false,"Period ambiguous/untrusted, long P=30.89d, very low event support=4, tiny depth, missing odd/even/OOT, alias_risk=period_ambiguous. Reject/noise.",complete_user_supplied
gatevetter_v0_2_batch_next_top_hold_review,2026-06-17,EPIC_212015396,uncertain_hold_positive,hold,exclude_for_now,0.8327879309654236,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.58851,0.58851,8.464762581634035,,,16,period_ambiguous,false,"Visually promising shallow dip, SNR=8.46, no obvious secondary, short duration_fraction, but period ambiguous/untrusted, odd/even and OOT missing, alias_risk=period_ambiguous, candidate_period_count=1242. Needs period confirmation and diagnostic recompute.",complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211972837,false_positive_eb_or_variable,negative,exclude_for_now,0.7281253933906555,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,2.566045124740027,0.9729270676024682,0.2705479639108514,13,low,true,Manual sanity review confirms the EB/variable-gate reject is correct.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211703338,false_positive_eb_or_variable,negative,exclude_for_now,0.6497282981872559,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.0,0.0,5.371281312759729,0.6237437265602954,0.01406872766627033,21,low,true,Manual sanity review confirms the EB/variable-gate reject is correct.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211938794,false_positive_eb_or_variable,negative,exclude_for_now,0.9436482191085815,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,1.567234865882843,,,22,period_ambiguous,false,Manual sanity review confirms the EB/variable-gate reject is correct.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211548229,noise_or_variable,negative,exclude_for_now,0.9589669108390808,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,0.771491195425674,,,23,period_ambiguous,false,Manual sanity review confirms the reject is correct; best interpretation is noise/variable.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211973836,reject_as_noise_or_artifact,negative,exclude_for_now,0.9505089521408081,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,0.12125352562925916,,,25,period_ambiguous,false,Manual sanity review confirms the reject is correct; best interpretation is noise/artifact.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_212012387,reject_as_noise_or_artifact,negative,exclude_for_now,0.9351791739463806,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.540831,0.35,1.2451502533903427,,,21,period_ambiguous,false,Manual sanity review confirms the weak/incomplete-gate reject is correct as noise/artifact.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_212013215,reject_as_noise_or_artifact,negative,exclude_for_now,0.8594058752059937,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.466733,0.35,1.7224044847031703,,,18,period_ambiguous,false,Manual sanity review confirms the weak/incomplete-gate reject is correct as noise/artifact.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211812160,reject_as_noise_or_artifact,negative,exclude_for_now,0.9868557453155518,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.564085,0.35,0.6215851589228855,,,30,period_ambiguous,false,Manual sanity review confirms the weak/incomplete-gate reject is correct as noise/artifact.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211954593,reject_as_noise_or_artifact,negative,exclude_for_now,0.8445345163345337,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.500041,0.35,1.1269290738731346,,,22,period_ambiguous,false,Manual sanity review confirms the weak/incomplete-gate reject is correct as noise/artifact.,complete_user_supplied
gatevetter_v0_2_batch_next_manual_reject_sanity_review,2026-06-22,EPIC_211933828,reject_as_noise_or_artifact,negative,exclude_for_now,0.8879664540290833,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.519585,0.35,0.7399077150130144,,,29,period_ambiguous,false,Manual sanity review confirms the weak/incomplete-gate reject is correct as noise/artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211912465,uncertain_hold_period_ambiguous,hold,exclude_for_now,0.7354157567024231,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.578549,0.578549,29.29961609618495,,,24,period_ambiguous,false,User-supplied batch-3 top-hold manual review label: uncertain_hold_period_ambiguous.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211384981,reject_as_noise_or_artifact,negative,exclude_for_now,0.674346923828125,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.52747,0.52747,14.778035231822583,,,24,period_ambiguous,false,User-supplied batch-3 top-hold manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211490678,low_priority_negative,negative,exclude_for_now,0.570981502532959,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.584246,0.55,4.4948073761686596,0.8898753960393517,1.0598759382105896,18,moderate,true,User-supplied batch-3 top-hold manual review label: low_priority_negative.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211504156,variable_or_possible_eb,negative,exclude_for_now,0.777080774307251,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.639447,0.55,6.007038416155969,0.9398029608953625,0.6256661090763701,17,moderate,true,User-supplied batch-3 top-hold manual review label: variable_or_possible_eb.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211613728,reject_as_noise_or_artifact,negative,exclude_for_now,0.6516250371932983,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.502139,0.502139,5.48194317031437,,,23,period_ambiguous,false,User-supplied batch-3 top-hold manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211705654,reject_as_noise_or_artifact,negative,exclude_for_now,0.507875919342041,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.428544,0.428544,2.6591702152257217,0.9602763762271179,1.6480273136732317,14,low,true,User-supplied batch-3 top-hold manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211322563,reject_as_noise_or_artifact,negative,exclude_for_now,0.761850893497467,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.582833,0.55,0.7206859586613807,0.9071061027896792,2.0688181586642944,22,moderate,true,User-supplied batch-3 top-hold manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_211914980,low_priority_negative,negative,exclude_for_now,0.5697023868560791,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.456366,0.456366,2.7425676588802643,0.9874792955315429,0.43777491381861827,19,low,true,User-supplied batch-3 top-hold manual review label: low_priority_negative.,complete_user_supplied
gatevetter_v0_2_batch_3_top_hold_review,2026-06-22,EPIC_212029715,low_priority_negative,negative,exclude_for_now,0.5273394584655762,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.437303,0.437303,3.404968463789304,0.8727606473275716,0.4705754673765165,18,low,true,User-supplied batch-3 top-hold manual review label: low_priority_negative.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211912465,uncertain_hold_period_ambiguous,hold,exclude_for_now,0.7354157567024231,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.578549,0.578549,29.29961609618495,,,24,period_ambiguous,false,Consolidated GateVetter v0.2 Batch 3 manual review label: uncertain_hold_period_ambiguous.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211384981,reject_as_noise_or_artifact,negative,possible_future_training_example,0.674346923828125,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.52747,0.52747,14.778035231822583,,,24,period_ambiguous,false,Consolidated GateVetter v0.2 Batch 3 manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211490678,low_priority_negative,negative,possible_future_training_example,0.570981502532959,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.584246,0.55,4.4948073761686596,0.8898753960393517,1.0598759382105896,18,moderate,true,Consolidated GateVetter v0.2 Batch 3 manual review label: low_priority_negative.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211504156,variable_or_possible_eb,negative,possible_future_training_example,0.777080774307251,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.639447,0.55,6.007038416155969,0.9398029608953625,0.6256661090763701,17,moderate,true,Consolidated GateVetter v0.2 Batch 3 manual review label: variable_or_possible_eb.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211613728,reject_as_noise_or_artifact,negative,possible_future_training_example,0.6516250371932983,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.502139,0.502139,5.48194317031437,,,23,period_ambiguous,false,Consolidated GateVetter v0.2 Batch 3 manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211705654,reject_as_noise_or_artifact,negative,possible_future_training_example,0.507875919342041,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.428544,0.428544,2.6591702152257217,0.9602763762271179,1.6480273136732317,14,low,true,Consolidated GateVetter v0.2 Batch 3 manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211322563,reject_as_noise_or_artifact,negative,possible_future_training_example,0.761850893497467,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.582833,0.55,0.7206859586613807,0.9071061027896792,2.0688181586642944,22,moderate,true,Consolidated GateVetter v0.2 Batch 3 manual review label: reject_as_noise_or_artifact.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211914980,low_priority_negative,negative,possible_future_training_example,0.5697023868560791,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.456366,0.456366,2.7425676588802643,0.9874792955315429,0.43777491381861827,19,low,true,Consolidated GateVetter v0.2 Batch 3 manual review label: low_priority_negative.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_212029715,low_priority_negative,negative,possible_future_training_example,0.5273394584655762,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.437303,0.437303,3.404968463789304,0.8727606473275716,0.4705754673765165,18,low,true,Consolidated GateVetter v0.2 Batch 3 manual review label: low_priority_negative.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_211959779,false_positive_eb_or_variable,negative,possible_future_training_example,0.6302798390388489,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.0,0.0,4.350198728452244,0.630441016736007,1.0808419364590671,17,moderate,true,Consolidated GateVetter v0.2 Batch 3 manual review label: false_positive_eb_or_variable.,complete_user_supplied
gatevetter_v0_2_batch_3_manual_review,2026-06-22,EPIC_212011476,false_positive_eb_or_variable,negative,possible_future_training_example,0.9633581638336182,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,3.351116089872258,0.9939368952751712,0.7490177615062392,12,low,true,Consolidated GateVetter v0.2 Batch 3 manual review label: false_positive_eb_or_variable.,complete_user_supplied
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211624954,uncertain_hold_positive,hold,exclude_for_now,0.7979992032051086,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.746833,0.6,4.758680827173873,0.9849944811416169,0.2679599086531153,13,moderate,true,"Plausible transit-like folded dip with trusted refreshed period, but conservative hold remains appropriate because evidence is not Stage-G clean.",complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211524158,variable_or_possible_eb,negative,possible_future_training_example,0.651032567024231,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.568849,0.55,9.774464346272836,0.8438626560660321,0.42489844747304517,19,low,true,"Strong raw variability, OOT variability hold, and secondary/phase structure are more consistent with variable or EB contamination than a clean planet candidate.",complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211687388,uncertain_hold_positive,hold,exclude_for_now,0.8278518915176392,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.745433,0.55,7.938532293634828,0.7239831552614334,0.1384341265086153,16,low,true,"Sharp transit-like event with good CNN support, but odd/even hold and remaining variability keep it as a positive hold rather than candidate-like promotion.",complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_212017960,low_priority_negative,negative,possible_future_training_example,0.6674181818962097,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.480338,0.480338,2.715831857801009,0.6719289894922877,0.4622531473488113,16,moderate,true,Low primary SNR with odd/even and OOT hold gates; visual evidence is not candidate-like enough to keep as a positive hold.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211958260,variable_or_possible_eb,negative,possible_future_training_example,0.6119179725646973,low_to_moderate_morphology_score,manual_negative_with_nonhigh_cnn_score,not_primary_cnn_error,0.475363,0.475363,,0.9694195733582118,1.0430820293456862,19,low,true,High OOT-to-depth with missing key diagnostics and strong structured variability; treat as variable or possible EB.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211480475,false_positive_eb_or_variable,negative,possible_future_training_example,0.9589287042617798,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,3.3725595814879097,0.9488647360272298,0.8686331735205884,13,low,true,Large coherent stellar/EB-like modulation and deep phase structure; no missed planet-like reject.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211992776,variable_or_possible_eb,negative,possible_future_training_example,0.8277655839920044,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,1.1081177293127393,0.6038736396419891,0.7244382532584864,29,moderate,true,Weak shallow folded feature on structured variability with EB/variable gate context; no candidate-like recovery.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211719484,false_positive_eb_or_variable,negative,possible_future_training_example,0.9927183389663696,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,0.3579617441127724,,,25,period_ambiguous,false,Period-ambiguous EB-like morphology with secondary/shape concerns; reject remains valid.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211944122,reject_as_noise_or_artifact,negative,possible_future_training_example,0.8382551670074463,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,0.6458440745348205,,,29,period_ambiguous,false,"No coherent transit-like signal in folded, zoom, or event-stack views; reject remains valid.",complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211705299,reject_as_noise_or_artifact,negative,possible_future_training_example,0.8378925323486328,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.0,0.0,0.5940696521481112,,,29,period_ambiguous,false,No reliable transit-like family; period ambiguity and noisy folded structure support reject.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211355462,reject_as_noise_or_artifact,negative,possible_future_training_example,0.9403738379478455,very_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.543168,0.35,1.5766048645645683,,,28,period_ambiguous,false,Weak/ambiguous dip with period ambiguity and poor event support; reject remains valid.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211963291,reject_as_noise_or_artifact,negative,possible_future_training_example,0.8650718927383423,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.509282,0.35,0.8764218638318716,,,23,period_ambiguous,false,Period-ambiguous noisy structure without a convincing repeated transit family.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211797554,reject_as_noise_or_artifact,negative,possible_future_training_example,0.848864734172821,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.501989,0.35,0.7419714215970811,,,27,period_ambiguous,false,No convincing transit-like signal; noisy/ambiguous folded and event-stack views.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211330591,reject_as_noise_or_artifact,negative,possible_future_training_example,0.8452200889587402,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.500349,0.35,0.7776030589803956,,,28,period_ambiguous,false,Noisy period-ambiguous folded structure; no missed candidate-like evidence.,complete_codex_visual_review
gatevetter_v0_2_batch_4_manual_review,2026-06-22,EPIC_211803640,reject_as_noise_or_artifact,negative,possible_future_training_example,0.8220585584640503,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.489926,0.35,0.8304374868232735,,,29,period_ambiguous,false,Noisy period-ambiguous folded structure and weak event support; reject remains valid.,complete_codex_visual_review
gatevetter_v0_2_batch_5_manual_review,2026-06-22,EPIC_211351798,false_positive_eb_or_variable,negative,possible_future_training_example,0.6727136373519897,moderate_high_morphology_score,manual_negative_vs_cnn_positive_morphology,cnn_morphology_false_positive_or_overcall,0.622651,0.55,36.880185274920855,0.7977102095052904,0.576434242870734,13,low,true,"Strong sinusoidal variability, OOT variability, and secondary-like structure; not a planet-candidate hold.",complete_codex_visual_review
gatevetter_v0_2_batch_5_manual_review,2026-06-22,EPIC_211768304,uncertain_hold_positive,hold,exclude_for_now,0.8395941257476807,moderate_high_morphology_score,manual_hold_excluded_from_training_for_now,not_error_hold_case,0.645859,0.55,4.948995371239028,0.7618304954739153,0.37910226258404306,26,moderate,true,"Sharp transit-like dip with good CNN support, but variability/secondary context keeps it as a positive hold rather than Stage G.",complete_codex_visual_review
