star_id,y_star,score_max,score_top10mean,score_median_top10
EPIC_212099702,0,0.580217,0.5601935386657715,0.5601378679275513
EPIC_212099730,0,0.6599398,0.5992662310600281,0.5697979927062988
EPIC_212099791,0,0.63326824,0.3489377498626709,0.2778891921043396
EPIC_212099830,0,0.53735685,0.4761570990085602,0.4991413950920105
EPIC_212099833,0,0.6174473,0.591720700263977,0.6022627353668213
EPIC_212099843,0,0.58945286,0.5635250806808472,0.5575205087661743
EPIC_212099852,0,0.5993073,0.59027099609375,0.5935021042823792
EPIC_212099914,1,0.5734736,0.5630404949188232,0.5626311302185059
EPIC_212099917,0,0.5736438,0.5581375360488892,0.5591844320297241
EPIC_212099995,0,0.5638672,0.5563763976097107,0.5567142367362976
EPIC_212100032,0,0.6863079,0.6078282594680786,0.588772177696228
EPIC_212100050,1,0.55737317,0.5532122254371643,0.5527567863464355
EPIC_212100104,0,0.5617089,0.5543386936187744,0.5528027415275574
EPIC_212100113,0,0.5540353,0.5472413301467896,0.5472203493118286
EPIC_212100138,1,0.57971454,0.5685240030288696,0.5716973543167114
EPIC_212100145,0,0.621722,0.5673332214355469,0.5778416395187378
EPIC_212100179,0,0.64388573,0.5900238752365112,0.5850472450256348
EPIC_212100203,0,0.57709783,0.5595955848693848,0.5616011619567871
EPIC_212100209,0,0.62603474,0.6092581748962402,0.6091339588165283
EPIC_212100229,1,0.6680325,0.6336460113525391,0.6401186585426331
EPIC_212100322,0,0.5678177,0.5487346649169922,0.5506418943405151
EPIC_212100354,0,0.59132266,0.568831741809845,0.5706326961517334
EPIC_212100376,0,0.5815391,0.5390003323554993,0.5421480536460876
EPIC_212100393,0,0.59434557,0.5685005784034729,0.5629691481590271
EPIC_212100413,0,0.57005167,0.5202486515045166,0.5427713394165039
EPIC_212100422,0,0.45794353,0.43121686577796936,0.42389583587646484
EPIC_212100559,0,0.61499536,0.6003202795982361,0.6004681587219238
EPIC_212100566,0,0.5481375,0.45129093527793884,0.4390352964401245
EPIC_212100611,0,0.5324794,0.507566511631012,0.513148307800293
EPIC_212100634,0,0.60261536,0.5662771463394165,0.588141679763794
EPIC_212100656,0,0.5177039,0.41602903604507446,0.4129161536693573
EPIC_212100669,1,0.6163845,0.5581163167953491,0.5526542663574219
EPIC_212100683,0,0.591717,0.568038821220398,0.5669295787811279
EPIC_212100734,1,0.5697254,0.5597440004348755,0.5602990388870239
EPIC_212100803,0,0.6258968,0.6047820448875427,0.6087357997894287
EPIC_212100816,1,0.5875187,0.486619770526886,0.4900365471839905
EPIC_212100921,0,0.719357,0.620059609413147,0.6058827042579651
EPIC_212100958,1,0.5343545,0.5131047368049622,0.5187415480613708
EPIC_212100988,0,0.5696204,0.5433841943740845,0.54653000831604
EPIC_212101116,1,0.6366938,0.568247377872467,0.5352516174316406
EPIC_212101119,0,0.5681256,0.524029552936554,0.5216788649559021
EPIC_212101135,0,0.58561,0.5633558034896851,0.5587524175643921
EPIC_212101149,0,0.58877516,0.559197187423706,0.5661787390708923
EPIC_212101208,0,0.5641668,0.5292023420333862,0.5213063955307007
EPIC_212101222,0,0.59381896,0.5725942254066467,0.5687935948371887
EPIC_212101272,0,0.6048083,0.5727062821388245,0.5622189044952393
EPIC_212101306,0,0.6221862,0.5712074041366577,0.5611490607261658
EPIC_212101360,0,0.55524564,0.5307947993278503,0.5480471849441528
EPIC_212101371,0,0.6228746,0.6000195741653442,0.5966397523880005
EPIC_212101380,0,0.5302533,0.5144978761672974,0.5163008570671082
EPIC_212101443,0,0.6871028,0.6091721057891846,0.5882853269577026
EPIC_212101449,0,0.64749086,0.5875939130783081,0.5835919380187988
EPIC_212101501,0,0.5939085,0.5701988935470581,0.5687375068664551
EPIC_212101537,0,0.6013801,0.5703917741775513,0.5742021799087524
EPIC_212101626,1,0.55027187,0.5050333142280579,0.5099438428878784
EPIC_212101678,0,0.60339904,0.5809458494186401,0.5790910720825195
EPIC_212101679,0,0.5698769,0.5477434396743774,0.5500293970108032
EPIC_212101737,0,0.5902376,0.5363152623176575,0.5743252038955688
EPIC_212101755,0,0.634691,0.6197844743728638,0.6221460700035095
EPIC_212101780,0,0.5803822,0.5185053944587708,0.5083405375480652
EPIC_212101812,0,0.5701586,0.5394071340560913,0.5382929444313049
EPIC_212101839,0,0.5703485,0.5400158762931824,0.5460618138313293
EPIC_212101899,0,0.6282482,0.6063718795776367,0.6047719717025757
EPIC_212101911,0,0.5623865,0.5502233505249023,0.5482786893844604
EPIC_212102004,0,0.58094597,0.490696519613266,0.5000345706939697
EPIC_212102125,0,0.56702757,0.5187068581581116,0.525752067565918
EPIC_212102178,1,0.60790527,0.5783963203430176,0.5763251781463623
EPIC_212102181,0,0.65798175,0.5472396612167358,0.581536054611206
EPIC_212102189,1,0.5863085,0.5588181614875793,0.5680347681045532
EPIC_212102222,0,0.6001133,0.5787035226821899,0.5792315006256104
EPIC_212102231,0,0.59441006,0.5684106945991516,0.5643267631530762
EPIC_212102290,0,0.61619055,0.6005934476852417,0.5980558395385742
EPIC_212102300,0,0.6126911,0.5599617958068848,0.5428541898727417
EPIC_212102351,0,0.61682767,0.5157861113548279,0.49555110931396484
EPIC_212102421,0,0.55844605,0.5195287466049194,0.5327805280685425
EPIC_212102471,0,0.5663403,0.5586690902709961,0.5592248439788818
EPIC_212102543,0,0.63466036,0.6089525818824768,0.6064838171005249
EPIC_212102565,0,0.6105162,0.5253461599349976,0.526780903339386
EPIC_212102571,0,0.56544745,0.5530783534049988,0.5549754500389099
EPIC_212102583,0,0.6274931,0.6036694049835205,0.6011670231819153
EPIC_212102649,0,0.5653471,0.5453361868858337,0.545683741569519
EPIC_212102654,1,0.5767307,0.5427902936935425,0.5466101169586182
EPIC_212102753,0,0.59314823,0.5737243890762329,0.5731546878814697
EPIC_212102895,0,0.6742934,0.6318699717521667,0.6405220031738281
EPIC_212102920,0,0.6541686,0.6053697466850281,0.5910916328430176
EPIC_212102947,0,0.5541471,0.5462480783462524,0.5475295186042786
EPIC_212102952,0,0.632262,0.5732495188713074,0.5895333290100098
EPIC_212102971,0,0.6054732,0.5598040819168091,0.5592175722122192
EPIC_212103007,0,0.5835525,0.541125476360321,0.5404725074768066
EPIC_212103013,0,0.6133944,0.5968817472457886,0.5956741571426392
EPIC_212103027,0,0.5431846,0.4374198913574219,0.41970106959342957
EPIC_212103049,0,0.6013,0.5609391927719116,0.558780312538147
EPIC_212103050,0,0.64120567,0.5978617668151855,0.5871042013168335
EPIC_212103052,0,0.55292284,0.5028438568115234,0.5122148990631104
EPIC_212103082,0,0.58611476,0.5476670265197754,0.557989239692688
EPIC_212103088,0,0.62486124,0.6010674834251404,0.5993239283561707
EPIC_212103116,0,0.57748765,0.5561334490776062,0.5540289878845215
EPIC_212103128,0,0.6204133,0.5904237627983093,0.5881174206733704
EPIC_212103184,0,0.67266786,0.5603214502334595,0.550674557685852
EPIC_212103185,0,0.69673276,0.5841785669326782,0.5547398328781128
EPIC_212103194,0,0.59275734,0.5686548352241516,0.5628954172134399
EPIC_212103211,0,0.5964244,0.5297443270683289,0.5381376147270203
EPIC_212103246,0,0.61287266,0.573786735534668,0.5687609910964966
EPIC_212103439,0,0.5994352,0.5399707555770874,0.5483876466751099
EPIC_212103499,1,0.6115787,0.5759440660476685,0.5666546821594238
EPIC_212103507,0,0.5703144,0.5526930689811707,0.561639130115509
EPIC_212103517,1,0.7761653,0.6474130153656006,0.6102773547172546
EPIC_212103522,0,0.54339707,0.5070610642433167,0.5072284936904907
EPIC_212103531,1,0.60456944,0.5862743258476257,0.5882347822189331
EPIC_212103542,0,0.57127076,0.5604671239852905,0.5605798959732056
EPIC_212103559,0,0.569792,0.5568403005599976,0.5565871000289917
EPIC_212103636,0,0.6155017,0.5665716528892517,0.572104811668396
EPIC_212103682,0,0.6287508,0.5971318483352661,0.5908187627792358
EPIC_212103695,1,0.5538486,0.5448278188705444,0.5478081703186035
EPIC_212103716,1,0.5980356,0.5870329737663269,0.5865868330001831
EPIC_212103723,1,0.5843841,0.5656512975692749,0.5626579523086548
EPIC_212103768,1,0.55566776,0.5302532315254211,0.5385229587554932
EPIC_212103776,0,0.5168061,0.43207985162734985,0.45236751437187195
EPIC_212103851,0,0.6217296,0.6056410670280457,0.6100354194641113
EPIC_212103884,0,0.57736194,0.5448075532913208,0.5433180332183838
EPIC_212103962,0,0.66418374,0.597308874130249,0.5612975358963013
EPIC_212103970,0,0.5993686,0.5624686479568481,0.5480501651763916
EPIC_212103986,1,0.55833066,0.5435115098953247,0.5427668690681458
EPIC_212103994,0,0.60089314,0.5789034962654114,0.5838049054145813
EPIC_212104005,1,0.5895641,0.5729118585586548,0.5752158164978027
EPIC_212104016,0,0.62560445,0.589276134967804,0.6018331050872803
EPIC_212104055,1,0.6167331,0.5218986868858337,0.5372216701507568
EPIC_212104101,0,0.5630058,0.5583842992782593,0.557624340057373
EPIC_212104103,0,0.62118113,0.5962510108947754,0.5936110019683838
EPIC_212104157,0,0.5901433,0.5755861401557922,0.577450692653656
EPIC_212104158,1,0.6213716,0.6031486392021179,0.6000701785087585
EPIC_212104174,0,0.6360088,0.5856793522834778,0.5874239206314087
EPIC_212104191,0,0.57886916,0.5581058859825134,0.5555127263069153
EPIC_212104213,0,0.5752977,0.5558880567550659,0.5526392459869385
EPIC_212104224,1,0.6016526,0.5656242370605469,0.5664858222007751
EPIC_212104234,1,0.7118979,0.6379666924476624,0.6193495988845825
EPIC_212104239,0,0.6105614,0.5857067108154297,0.5846160650253296
EPIC_212104314,0,0.5588976,0.5478779077529907,0.5465391278266907
EPIC_212104318,0,0.5831698,0.5483399629592896,0.5444352626800537
EPIC_212104324,0,0.5872744,0.4893328547477722,0.5083267092704773
EPIC_212104349,0,0.6384208,0.5892413258552551,0.578006386756897
EPIC_212104351,0,0.6200483,0.5856574773788452,0.59246826171875
EPIC_212104374,0,0.58786356,0.544546902179718,0.5719150304794312
EPIC_212104421,0,0.60111475,0.5813612341880798,0.5820654630661011
EPIC_212104427,0,0.5666612,0.5559937953948975,0.5585494637489319
EPIC_212104491,0,0.58203924,0.5711767673492432,0.5745226144790649
EPIC_212104541,0,0.41019145,0.34324216842651367,0.3156996965408325
EPIC_212104647,0,0.6288637,0.6026337742805481,0.6005215644836426
EPIC_212104651,0,0.5904931,0.5620018243789673,0.550361692905426
EPIC_212104682,0,0.6314801,0.5976360440254211,0.589593768119812
EPIC_212104742,0,0.62325233,0.5853554010391235,0.5894052982330322
EPIC_212104758,1,0.6693357,0.6340365409851074,0.6368847489356995
EPIC_212104761,0,0.64401937,0.5716221928596497,0.5567504167556763
EPIC_212104784,0,0.6143391,0.5880502462387085,0.5910681486129761
EPIC_212104816,0,0.60391736,0.583884596824646,0.5831905603408813
EPIC_212104857,1,0.57263565,0.5229498147964478,0.5107373595237732
EPIC_212104946,0,0.5563872,0.5458224415779114,0.5483123660087585
EPIC_212104955,0,0.57027924,0.5436220169067383,0.5541144013404846
EPIC_212104990,0,0.59494466,0.5795618295669556,0.5781552791595459
EPIC_212105024,0,0.5646157,0.543603777885437,0.5451110005378723
EPIC_212105081,0,0.5939981,0.5331127643585205,0.5739165544509888
EPIC_212105099,0,0.54342437,0.4457710385322571,0.4954211711883545
EPIC_212105127,0,0.6014332,0.588585615158081,0.5931031107902527
EPIC_212105128,0,0.5028935,0.47086915373802185,0.4717717170715332
EPIC_212105290,0,0.58709717,0.562436580657959,0.5626898407936096
EPIC_212105338,0,0.62597317,0.5967262387275696,0.5910157561302185
EPIC_212105410,0,0.59418154,0.5853567719459534,0.587543249130249
EPIC_212105411,1,0.5927477,0.5762110948562622,0.5778631567955017
EPIC_212105445,0,0.5918937,0.5678468942642212,0.5648096203804016
EPIC_212105502,0,0.57929164,0.567381739616394,0.5680075883865356
EPIC_212105532,0,0.5883374,0.5712448358535767,0.5732205510139465
EPIC_212105534,0,0.5914804,0.5434805154800415,0.5536586046218872
EPIC_212105613,0,0.6678585,0.6117004752159119,0.6090176701545715
EPIC_212105621,0,0.61639416,0.5991050004959106,0.6016619205474854
EPIC_212105631,1,0.61553854,0.5934616327285767,0.5957533717155457
EPIC_212105669,0,0.62834656,0.5783106684684753,0.5670205354690552
EPIC_212105718,0,0.5783975,0.5438698530197144,0.5331761837005615
EPIC_212105806,0,0.5843226,0.5638412237167358,0.5647786855697632
EPIC_212105816,1,0.6311234,0.5512939691543579,0.5446808338165283
EPIC_212105869,0,0.5545916,0.5226841568946838,0.5299434661865234
EPIC_212105907,0,0.64520097,0.6039778590202332,0.5968862771987915
EPIC_212106005,1,0.5513587,0.5468512773513794,0.5467522144317627
EPIC_212106017,1,0.59815323,0.5909988880157471,0.5918751955032349
EPIC_212106039,0,0.58984685,0.5430117845535278,0.5493706464767456
EPIC_212106051,0,0.6209388,0.6079078316688538,0.6057547330856323
EPIC_212106089,0,0.60380995,0.5954583883285522,0.5960198640823364
EPIC_212106101,0,0.6832956,0.608391523361206,0.6015201807022095
EPIC_212106185,0,0.6547012,0.6033547520637512,0.5915824770927429
EPIC_212106280,1,0.48337632,0.4684600234031677,0.4692390561103821
EPIC_212106282,0,0.5903966,0.5485948324203491,0.5460556745529175
EPIC_212106306,0,0.56181645,0.5487955212593079,0.5475739240646362
EPIC_212106335,1,0.56984437,0.5495339632034302,0.5480546951293945
EPIC_212106350,0,0.58156073,0.5208569765090942,0.5289007425308228
EPIC_212106372,0,0.5620121,0.5149103403091431,0.537260890007019
EPIC_212106382,0,0.59689033,0.5828834176063538,0.5815451145172119
EPIC_212106394,0,0.5326216,0.5211027264595032,0.5194405317306519
EPIC_212106451,0,0.65861017,0.5920554399490356,0.592724621295929
EPIC_212106472,0,0.5805918,0.5541763305664062,0.5456270575523376
EPIC_212106480,0,0.63970065,0.5973312258720398,0.5963885188102722
EPIC_212106518,0,0.6336821,0.5998802185058594,0.5977035760879517
EPIC_212106539,1,0.5527717,0.5451271533966064,0.5431395769119263
EPIC_212106559,0,0.58688563,0.49802321195602417,0.5425877571105957
EPIC_212106577,0,0.57368195,0.5646767616271973,0.5677258968353271
EPIC_212106595,0,0.59080607,0.5707253813743591,0.5684618949890137
EPIC_212106627,0,0.57054985,0.5544906854629517,0.5577579736709595
EPIC_212106645,0,0.50832784,0.4811893403530121,0.48455631732940674
EPIC_212106660,0,0.6441811,0.5812054872512817,0.547783613204956
EPIC_212106848,0,0.59475756,0.5757399797439575,0.5688353776931763
EPIC_212106876,0,0.6055913,0.5670722723007202,0.5623513460159302
EPIC_212106917,0,0.6533042,0.5880911350250244,0.5675494074821472
EPIC_212106947,1,0.5974829,0.5834845304489136,0.5833848714828491
EPIC_212106955,0,0.6291951,0.6051253080368042,0.6025384068489075
EPIC_212106963,0,0.63545346,0.6054441332817078,0.6053550243377686
EPIC_212107012,0,0.6150605,0.5778827667236328,0.5754892826080322
EPIC_212107041,0,0.6082363,0.5975171327590942,0.5982171893119812
EPIC_212107082,0,0.64733315,0.5831376910209656,0.56011962890625
EPIC_212107129,0,0.61645603,0.5843733549118042,0.5752540826797485
EPIC_212107152,0,0.55864334,0.5511476397514343,0.5486875772476196
EPIC_212107186,0,0.5699848,0.561853289604187,0.560059130191803
EPIC_212107264,0,0.5868912,0.5548641085624695,0.5619282126426697
EPIC_212107294,0,0.5598637,0.5533884763717651,0.553849458694458
EPIC_212107310,0,0.5314868,0.47808074951171875,0.5011184215545654
EPIC_212107335,0,0.6102662,0.5730451941490173,0.5762624740600586
EPIC_212107343,0,0.5742804,0.5534358620643616,0.5532985925674438
EPIC_212107355,0,0.55808645,0.5297075510025024,0.5398828983306885
EPIC_212107543,0,0.66807526,0.47491130232810974,0.4741528034210205
EPIC_212107553,0,0.6376376,0.6141449213027954,0.6153620481491089
EPIC_212107568,0,0.6438344,0.6034092307090759,0.5952367782592773
EPIC_212107598,1,0.6774262,0.6162347793579102,0.589092493057251
EPIC_212107602,0,0.5600643,0.546631395816803,0.5486621856689453
EPIC_212107607,0,0.6228282,0.5566650629043579,0.553583025932312
EPIC_212107635,1,0.5542877,0.541887640953064,0.5408666133880615
EPIC_212107680,0,0.72228366,0.6219562292098999,0.5878135561943054
EPIC_212107685,0,0.5599731,0.5431274175643921,0.5433292984962463
EPIC_212107694,0,0.58344173,0.5575301051139832,0.5590615272521973
EPIC_212107705,0,0.6021594,0.5779041051864624,0.5791389346122742
EPIC_212107707,0,0.6386657,0.6141259670257568,0.6091917753219604
EPIC_212107717,0,0.5647286,0.5527806282043457,0.5532313585281372
EPIC_212107729,0,0.615697,0.5986841917037964,0.599028468132019
EPIC_212107737,1,0.6937176,0.5681657195091248,0.5503150224685669
EPIC_212107759,0,0.6078897,0.5868765711784363,0.5811232328414917
EPIC_212107780,0,0.58187497,0.5471781492233276,0.5545461177825928
EPIC_212107822,1,0.55836785,0.5545886754989624,0.55538409948349
EPIC_212107881,0,0.5553432,0.543244481086731,0.5422343611717224
EPIC_212107946,0,0.5981486,0.5669816732406616,0.567895770072937
EPIC_212107948,0,0.6479209,0.5729452967643738,0.5836172103881836
EPIC_212107975,0,0.5716839,0.5284569263458252,0.5311869978904724
EPIC_212108086,0,0.5863545,0.5260674357414246,0.5274320840835571
EPIC_212108094,0,0.5840769,0.5621305704116821,0.5710316896438599
EPIC_212108135,0,0.69063056,0.5854793787002563,0.5351819396018982
EPIC_212108248,0,0.59651804,0.5374493598937988,0.5361645817756653
EPIC_212108273,0,0.62362283,0.5785567164421082,0.5776346921920776
EPIC_212108275,0,0.6066505,0.5407019257545471,0.5471991896629333
EPIC_212108286,0,0.601313,0.5870628356933594,0.593458890914917
EPIC_212108292,0,0.5742359,0.5085131525993347,0.5150463581085205
EPIC_212108335,0,0.5261274,0.473594605922699,0.48526179790496826
EPIC_212108363,1,0.57459646,0.5486427545547485,0.5482048988342285
EPIC_212108377,1,0.6848752,0.6077958345413208,0.5948365330696106
EPIC_212108396,0,0.26338783,0.2164953500032425,0.21372029185295105
EPIC_212108449,0,0.6303125,0.613180935382843,0.6131923198699951
EPIC_212108496,1,0.6006105,0.5634554028511047,0.5604365468025208
EPIC_212108541,0,0.60802484,0.5787273645401001,0.5868854522705078
EPIC_212108542,0,0.5818887,0.5495434403419495,0.5494732856750488
EPIC_212108595,0,0.5879549,0.5701756477355957,0.5708501935005188
EPIC_212108616,0,0.5867647,0.5596829056739807,0.558326244354248
EPIC_212108635,0,0.5679162,0.5303736329078674,0.5491299629211426
EPIC_212108721,0,0.5846396,0.5609458684921265,0.5604623556137085
EPIC_212108728,0,0.5668291,0.545656681060791,0.5605738162994385
EPIC_212108826,0,0.5177516,0.45909005403518677,0.45627498626708984
EPIC_212108918,0,0.5415636,0.5111563801765442,0.5123410224914551
EPIC_212108939,0,0.6043576,0.5381913185119629,0.5367223024368286
EPIC_212108940,1,0.6300459,0.6078584790229797,0.6087486743927002
EPIC_212108981,0,0.68530035,0.593598484992981,0.5488976836204529
EPIC_212108989,1,0.63346225,0.617834210395813,0.616330623626709
EPIC_212109135,0,0.043050148,0.031203409656882286,0.028605934232473373
EPIC_212109144,0,0.5945724,0.5656329393386841,0.5617697238922119
EPIC_212109205,0,0.6228205,0.6034671068191528,0.5983114242553711
EPIC_212109219,1,0.58807766,0.470400333404541,0.48063793778419495
EPIC_212109232,0,0.5741198,0.5465409159660339,0.5633452534675598
EPIC_212109256,1,0.5863561,0.5630514025688171,0.5701766014099121
EPIC_212109260,0,0.54829353,0.5065683126449585,0.5018004179000854
EPIC_212109332,0,0.5774429,0.5291403532028198,0.5395969152450562
EPIC_212109351,0,0.5825912,0.5375233292579651,0.5310326218605042
EPIC_212109554,0,0.57874286,0.5605746507644653,0.5570099353790283
EPIC_212109563,0,0.6834997,0.5852957963943481,0.5526261329650879
EPIC_212109612,0,0.652477,0.5896628499031067,0.5757025480270386
EPIC_212109620,1,0.6033087,0.5679552555084229,0.5846198797225952
EPIC_212109644,0,0.60619944,0.5698610544204712,0.569222629070282
EPIC_212109681,1,0.61248565,0.5668781399726868,0.5764966011047363
EPIC_212109704,0,0.6926352,0.605236291885376,0.5889561772346497
EPIC_212109772,1,0.56087315,0.5533472895622253,0.5531546473503113
EPIC_212109778,1,0.563216,0.5497514009475708,0.5537967085838318
EPIC_212109785,1,0.60929096,0.5745128989219666,0.5600752234458923
EPIC_212109913,0,0.6389743,0.6064051389694214,0.6009621620178223
EPIC_212109949,0,0.5398799,0.4614853262901306,0.457748144865036
EPIC_212109980,0,0.6288358,0.5602411031723022,0.5525135397911072
EPIC_212110007,1,0.61476284,0.4953475594520569,0.4763779044151306
EPIC_212110013,0,0.608337,0.5980393886566162,0.5980274677276611
EPIC_212110060,0,0.5879879,0.5561100244522095,0.5520654320716858
EPIC_212110069,0,0.5808115,0.5590152740478516,0.5576703548431396
EPIC_212110080,1,0.63038576,0.6156148314476013,0.6177372932434082
EPIC_212110146,1,0.6224959,0.5830165147781372,0.5916237235069275
EPIC_212110161,0,0.57935697,0.5623295307159424,0.5654550790786743
EPIC_212110165,1,0.58477366,0.5638595819473267,0.5633727312088013
EPIC_212110187,0,0.6048392,0.5861960053443909,0.5860150456428528
EPIC_212110198,0,0.57325906,0.5563538670539856,0.555978536605835
EPIC_212110370,0,0.6001754,0.5900982022285461,0.5932140350341797
EPIC_212110376,0,0.65091866,0.5783436894416809,0.573512852191925
EPIC_212110383,0,0.5543177,0.5492770075798035,0.5483855605125427
EPIC_212110391,0,0.55164856,0.5432687997817993,0.542745053768158
EPIC_212110398,0,0.59931576,0.5795978307723999,0.5773724317550659
EPIC_212110413,0,0.6135422,0.5425788760185242,0.544884979724884
EPIC_212110421,0,0.6462567,0.6068137884140015,0.6051359176635742
EPIC_212110426,0,0.58504987,0.5630768537521362,0.5627686977386475
EPIC_212110567,0,0.60912895,0.5712684392929077,0.5616474151611328
EPIC_212110568,0,0.61121505,0.5769564509391785,0.5762292146682739
EPIC_212110584,0,0.62860334,0.5810366272926331,0.5760523080825806
EPIC_212110594,0,0.6345031,0.5818821787834167,0.5560053586959839
EPIC_212110598,0,0.59781307,0.583090603351593,0.592840313911438
EPIC_212110637,1,0.5305766,0.46157771348953247,0.4636457860469818
EPIC_212110792,0,0.6790813,0.6141994595527649,0.5895975828170776
EPIC_212110797,0,0.55871725,0.5453338027000427,0.5427838563919067
EPIC_212110810,0,0.5439436,0.5374459028244019,0.5375707149505615
EPIC_212110818,0,0.61896646,0.5986593961715698,0.6064760684967041
EPIC_212110857,0,0.58254784,0.5643179416656494,0.5639139413833618
EPIC_212110874,0,0.6292847,0.5802940130233765,0.5680196285247803
EPIC_212110888,0,0.62948203,0.5928844213485718,0.5884749889373779
EPIC_212110936,1,0.62447333,0.5994922518730164,0.6011524200439453
EPIC_212110965,0,0.5918596,0.5778959393501282,0.5810129642486572
EPIC_212110981,0,0.6145128,0.5362606644630432,0.5726019144058228
EPIC_212110983,0,0.6089651,0.5498800873756409,0.5489226579666138
EPIC_212110999,0,0.59209883,0.5145253539085388,0.5033436417579651
EPIC_212111023,0,0.563555,0.527697741985321,0.5395796298980713
EPIC_212111055,0,0.5516759,0.5369467735290527,0.5423769950866699
EPIC_212111064,1,0.572572,0.5430516004562378,0.5354151725769043
EPIC_212111097,0,0.606617,0.5630293488502502,0.5763568878173828
EPIC_212111105,1,0.6440202,0.5974680781364441,0.6103447079658508
EPIC_212111110,0,0.5791043,0.5571664571762085,0.5537575483322144
EPIC_212111180,0,0.7283146,0.6155927181243896,0.5820324420928955
EPIC_212111203,0,0.570228,0.5534260272979736,0.5523108243942261
