epic_id,period_role,period_days,cluster_center_phase,event_support_count,event_family_count,primary_depth,primary_depth_snr,duration_days,odd_depth_median,even_depth_median,odd_even_depth_ratio,odd_even_assessment,oot_to_depth,secondary_depth,secondary_depth_snr,secondary_to_primary_depth_ratio,secondary_assessment,alias_risk,event_stack_coherence_score,event_stack_coherence,event_timing_rms_phase,event_epoch_coverage,event_depth_mad_fraction,local_baseline_stability,local_baseline_event_count,median_abs_baseline_slope_per_day,median_abs_left_right_offset,both_sidebands_fraction,baseline_slope_depth_fraction,baseline_offset_depth_fraction
EPIC_211996306,2P,3.1601,0.08463217996440159,5,5,0.0005789873697990555,2.1846728760134555,0.0408635490966844,0.00101134232772945,0.0011831666602137,0.8547758838529007,consistent,0.6516933811383967,0.0005653147981701245,2.1517782582604945,0.976385371526021,concerning,high,0.6568693658792496,moderate,0.00517134881391603,0.25,0.19366157251204047,insufficient_events,0,,,0.0,,
EPIC_211959909,P/2,2.424555,0.982391395928873,6,9,0.00010165294142683301,1.5493049240380323,0.2860441364682629,,,,concerning_or_incomplete,0.011216962077173246,-2.9464759695785325e-05,-0.28357451748677254,-0.2898564397862825,no_strong_secondary,high,0.4951475233233901,weak,0.017159558563099864,0.36,0.28507680249015954,stable,30,1.0022597015056271e-05,8.556200913090609e-06,1.0,0.01803209700945801,0.0538163068070766
EPIC_211959909,P,4.84911,0.9990566346356747,11,15,0.00021444351166166609,1.770029155350045,0.245179742021719,0.0005843572840872,0.0006482774678773,0.9013999607307065,consistent,0.607799282001473,0.0,0.0,0.0,no_strong_secondary,low,0.6501544293166489,moderate,0.01571028912768555,0.8461538461538461,0.37390861079734267,stable,15,1.805896559107277e-05,7.414049990880444e-06,1.0,0.0082777133242761,0.01386080448283964
EPIC_211959909,2P,9.69822,0.003255497591380757,10,11,0.00047362268292761023,6.014903183657632,0.1021582847315585,0.0007234666611797,0.000528329821019725,0.7302752833948412,concerning_or_incomplete,0.34216149859527906,0.0003911777842585673,4.99847163528853,0.8259270477515452,concerning,moderate,0.7802766491857432,strong,0.010262784494017118,1.0,0.357084729200893,mixed,8,0.0008107878516911711,3.2211668588935606e-05,1.0,0.3335652670275882,0.12972187570158883
EPIC_211912465,P/2,6.00499968678465,0.4274947488353492,4,5,3.632207484405292e-05,5.994829795036337,0.0204319753029267,3.4548811745138686e-05,0.0001737422763423,0.19885092144799585,concerning_or_incomplete,0.0,0.0,0.0,0.0,no_strong_secondary,moderate,0.5305617842133408,weak,0.01499926914624701,0.4,0.3473397644064901,insufficient_events,0,,,0.0,,
EPIC_211912465,P,12.0099993735693,0.21889054311767078,5,6,0.00012570837730968565,29.29961609618495,0.020431881708645898,0.000163143745758425,0.0002011467224956,0.8110683770251026,consistent,0.05583205682286841,0.0,0.0,0.0,no_strong_secondary,low,0.7206304988756822,moderate,0.01494686898802824,1.0,0.28314667017198847,insufficient_events,0,,,0.0,,
EPIC_211912465,2P,24.0199987471386,0.10093945675540401,4,4,2.2873833735337357e-05,2.7215293887571015,0.020431712327990598,0.0001571341602722,0.00013963712841915,0.888649089270339,consistent,0.40730313787098277,9.906085990069036e-05,13.085705246445611,4.330750194605685,concerning,high,0.8565780208200189,strong,0.00847416431316712,1.0,0.06979109331882148,insufficient_events,0,,,0.0,,
EPIC_211485867,P/2,2.886775991153264,0.08203715444693001,7,9,7.503590239765767e-05,0.6556925627457463,0.1021592347387922,0.0012419781251679,0.0012832943621932,0.9678045519075694,consistent,0.3838035294726404,0.0,0.0,0.0,no_strong_secondary,moderate,0.570695895548478,moderate,0.01400194784215878,0.3181818181818182,0.06260635325545777,mixed,25,0.00033478935369730684,4.496495923949506e-05,1.0,0.4341024760130953,0.5707122532791012
EPIC_211485867,P,5.773551982306528,0.5404689539158272,8,9,0.000711948105244109,5.422340741753158,0.1021583206456853,0.00106037761527395,0.0012456178893973,0.8512864372773422,consistent,0.46237859932357445,0.0,0.0,0.0,no_strong_secondary,low,0.817460874355177,strong,0.010797491595759252,1.0,0.08968904355448712,stable,12,0.0003273778567776543,6.934888084459225e-05,1.0,0.10130356679025115,0.21005892916206748
EPIC_211485867,2P,11.547103964613056,0.27749571076214014,7,7,0.0006116412688730866,4.345987670513434,0.1225915708200773,0.0016579851565662249,0.0011600644583382,0.6996832593729337,concerning_or_incomplete,0.683939313735758,0.0005510922770025073,3.917496750251407,0.9010057120865352,concerning,moderate,0.8347046074103247,strong,0.010194311616359227,1.0,0.05210317217533414,stable,6,0.000592674450086737,6.08763740658211e-05,1.0,0.1342671193402396,0.11249717923286717
EPIC_211387236,P/2,4.239575,0.31034300501583634,6,7,6.108417746780725e-05,2.5769092503410116,0.040863364287361,0.0001581472677798,0.00039013467625140003,0.4053658323821772,concerning_or_incomplete,0.33886504683797974,-2.051901938671108e-05,-0.7854862885763849,-0.33591381986808394,no_strong_secondary,high,0.5238409980067698,weak,0.013902130098075859,0.38461538461538464,0.49711056977388135,insufficient_events,0,,,0.0,,
EPIC_211387236,P,8.47915,0.6896760550269284,10,11,0.00031871111654807605,14.174849471910072,0.0817275434892508,0.0004996978217749,0.000357546917362125,0.7155262676393854,concerning_or_incomplete,0.4754420923662667,1.1462654244231985e-05,0.4742918602682657,0.03596565557041967,no_strong_secondary,moderate,0.7508713300393788,strong,0.01259163063815156,1.0,0.31755229199904056,mixed,9,0.000775887495455795,2.1849553230882953e-05,1.0,0.48567592019609646,0.1673485427064902
EPIC_211387236,2P,16.9583,0.3352641205917411,11,13,0.00027646595001162844,9.586951394888032,0.0408631975224125,0.00025489774739135,0.00037348243470385,0.6824892517193457,concerning_or_incomplete,0.69880038874528,0.0002512427752274782,8.590581204101317,0.9087657095454635,concerning,low,0.7789141408842817,strong,0.011988767347523752,1.0,0.1976297407205129,insufficient_events,0,,,0.0,,
EPIC_211889082,P/2,0.937601185524182,0.9927908465667186,6,7,0.00207829070937815,2.627742845120541,0.2247506260464433,,,,concerning_or_incomplete,0.6526865915110996,-0.001254785869930164,-0.5784831941482397,-0.6037585907823315,no_strong_secondary,moderate,0.48135372570676127,weak,0.013246310120332883,0.0958904109589041,0.2420431349343585,stable,79,0.0011443841622814901,0.00032614614115563317,1.0,0.09050346739384715,0.11476374555486686
EPIC_211889082,P,1.875202371048364,0.9960769567023748,8,9,0.004712280770527433,5.001946095525592,0.2247498781944159,0.0042640268432463,0.0057917006458091,0.7362305312398645,concerning_or_incomplete,0.37684291748873355,-0.0006698365228730574,-0.2942210440890807,-0.1421469890042406,no_strong_secondary,low,0.5756323587577696,moderate,0.011895364360960035,0.24324324324324326,0.08183028680260997,stable,39,0.0012660934264123287,0.00024552927979610195,1.0,0.05160073727768835,0.044523979886375645
EPIC_211889082,2P,3.750404742096728,0.9977446575463172,7,8,0.0032672867670531236,2.7726295084851027,0.2247502521204296,0.0050034850902885,0.00579860772268475,0.8628769748838764,consistent,0.59128973600644,0.002843902200122317,2.229784760029785,0.8704170778028549,concerning,moderate,0.6632758388188656,moderate,0.010370464996692069,0.42105263157894735,0.030855465615963792,stable,19,0.0008314429779660215,0.00024315239653775115,1.0,0.03241232658358564,0.04217509826851051
EPIC_211816343,P/2,0.32282,0.2545729485806549,11,13,-0.00031978971807672396,-0.03843242090546568,0.0612948855778086,,,,concerning_or_incomplete,,-0.0005749106620097644,-0.038386600837971685,,no_strong_secondary,moderate,0.5296431681968214,weak,0.01323063929701439,0.16455696202531644,0.09296464799036705,stable,172,0.029894454778839206,0.0012387022118316175,0.9941860465116279,0.23736651677488707,0.1604617388482682
EPIC_211816343,P,0.64564,0.12424533611457428,14,16,0.021707631055411514,4.4113181825129155,0.06129488659644265,0.02126243311433755,0.02005420980250735,0.943175679597295,consistent,0.8651597915703519,-0.016778857597198327,-2.052168643145242,-0.7729474282278034,no_strong_secondary,low,0.6333875495262155,moderate,0.011279155110509947,0.4,0.07492264040746915,stable,85,0.029883544020986468,0.0010322334319732161,0.9882352941176471,0.1438989938643766,0.08109224639636782
EPIC_211816343,2P,1.29128,0.5573159251350712,11,11,0.016164449021163096,1.5748690258579463,0.0612948855778086,0.02126243311433755,0.0203520888674245,0.9571853210769565,consistent,0.5182140601433717,0.01636192644631118,1.6146155601241867,1.012216774285937,concerning,high,0.7319884616198551,moderate,0.0073242991493132565,0.55,0.10203548711538458,stable,44,0.02421800694051283,0.0014048275768524868,1.0,0.1144005656026188,0.10826511898539071
EPIC_212029934,P/2,0.62317,0.9882586847611496,4,4,0.01896783911024008,1.9844174904725373,0.08172727575947644,,,,concerning_or_incomplete,2.437616533476897,-0.009087563868495463,-0.38905530767913965,-0.47910380384813583,no_strong_secondary,high,0.6824791159594282,moderate,2.4367565649391813e-05,0.12903225806451613,0.2877639878472014,unstable,110,0.03960281964882058,0.001791270160332906,1.0,0.6162899428009716,0.3410774765319258
EPIC_212029934,P,1.24634,0.5011524854424508,7,8,0.03201719893871735,3.290929609043281,0.10215897939633575,0.0350512994263482,0.036220291007921,0.9677255055372925,consistent,0.7653733590824818,-0.020409049942435642,-1.2740099341267648,-0.637440207730216,no_strong_secondary,low,0.6099723334500146,moderate,0.011861857914893002,0.47058823529411764,0.270817699448523,stable,58,0.016714853496229004,0.0015744002756322407,1.0,0.09452207647026319,0.08715038116086518
EPIC_212029934,2P,2.49268,0.24911303484976421,4,4,0.025496997393778198,1.5844979687907572,0.09194316085267926,0.0350512994263482,0.03579039009831915,0.9793494658778347,consistent,0.7508463004053515,0.024538925179438342,1.5198485507957502,0.9624241160814627,concerning,high,0.7507268515651543,strong,0.003547794577713815,0.5,0.22582807857775425,stable,28,0.02808227126896498,0.001302970644822696,1.0,0.16970822349818604,0.08564181417400175
EPIC_211351798,P/2,4.440495,0.45397799707022146,9,12,0.00019137999445589804,8.714718985409716,0.12259001052007075,0.0004428821310468,0.000875529773746375,0.5058447403241536,concerning_or_incomplete,0.3690291031377905,-7.361865211952257e-05,,-0.38467266303786724,no_strong_secondary,moderate,0.6192494870646158,moderate,0.014689418915229421,0.6,0.19280061356729106,stable,16,0.0001355599613809079,4.0207200801277925e-05,1.0,0.0570129284514694,0.13794014211300734
EPIC_211351798,P,8.88099,0.2266268813659446,12,13,0.0006403488767106058,36.880185274920855,0.1225899830315029,0.001007501071943025,0.000803693891176475,0.7977102095052904,concerning_or_incomplete,0.576434242870734,0.0,0.0,0.0,no_strong_secondary,low,0.809829192085733,strong,0.010242657725131684,1.0,0.1711299163725801,stable,8,0.0005657107292676602,8.267820087982648e-05,1.0,0.15515593029544195,0.18497370548204464
EPIC_211351798,2P,17.76198,0.6123689143484621,7,7,0.0006205633409002709,18.156577387294295,0.1225900380086386,0.001040701779540425,0.00091240468299905,0.8767205946375616,consistent,0.7949930430091591,0.0005168096751690943,19.453140826332692,0.8328072915479379,concerning,high,0.8618162509867633,strong,0.005597256279427068,1.0,0.2769754997308625,stable,4,0.0008645693378809318,0.00011685302000287392,1.0,0.21251633464914718,0.23430267613586775
EPIC_211845034,P/2,0.665305,0.9833250474477117,5,6,-0.0009279810864191163,-0.2539986467383722,0.08172686478428655,,,,concerning_or_incomplete,,0.0002959904532473523,0.02140570859048839,,no_strong_secondary,high,0.5046025532693966,weak,0.012354115699982857,0.061855670103092786,0.12939430969794566,stable,106,0.008730485449579991,0.0009368155346847233,0.9905660377358491,0.12234515973634516,0.16063406304142797
EPIC_211845034,P,1.33061,0.4980191667069256,8,9,0.019544673491050657,4.085369817164888,0.0612955560718546,0.0195294818121272,0.0162656471044932,0.8328765330779406,consistent,0.5237218652929974,-0.01392954488261855,-1.453307799683343,-0.7127028696077615,no_strong_secondary,low,0.5509251483242978,moderate,0.011961094576908835,0.1836734693877551,0.10992952374012337,stable,38,0.008401163521531665,0.0011421651599515352,1.0,0.09838600280331253,0.21821962131738923
EPIC_211845034,2P,2.66122,0.23632973925555464,6,8,0.016414551136493483,2.535456809875425,0.0510798615541716,0.0162656471044932,0.0184271126614421,0.8827018862552639,consistent,0.7216501545458803,0.017185070508394462,2.6656244139411607,1.0469412392391242,concerning,moderate,0.5465121402744708,weak,0.014150104572467653,0.2962962962962963,0.13701059553412176,stable,6,0.015994143322701517,0.0006205549231088222,1.0,0.1693703271189354,0.128649130956416
EPIC_211431812,P/2,5.277515,0.8334327704690446,5,7,1.292315354839424e-05,0.25817634390151706,0.0408639929883065,,,,concerning_or_incomplete,3.069922252423751,0.0,0.0,0.0,no_strong_secondary,high,0.5754078188334341,moderate,0.013675199453556131,0.4444444444444444,0.2677325529502139,insufficient_events,0,,,0.0,,
EPIC_211431812,P,10.55503,0.9200268238189779,9,9,0.00022720395729836085,4.773446555354443,0.0408639929883065,0.0004296379741811,0.0003374842531506,0.7855084360125588,concerning_or_incomplete,0.5259506550259003,0.0,0.0,0.0,no_strong_secondary,low,0.73880143725387,moderate,0.00979003912492496,0.8333333333333334,0.3466053019059934,insufficient_events,0,,,0.0,,
EPIC_211431812,2P,21.11006,0.4588548276354886,7,7,0.00011117897026757806,2.0873250987252945,0.0408639869347098,0.00042701382684149996,0.00028347815321987503,0.6638617660619621,concerning_or_incomplete,1.0936377614252895,0.00015115724746761483,2.894188759995285,1.3595848846577707,concerning,high,0.8396984979972902,strong,0.004675013842000211,1.0,0.5642235237806114,insufficient_events,0,,,0.0,,
EPIC_211696209,P/2,3.437625,0.8763217935297164,8,10,1.4153910843361928e-07,0.230084411622059,0.03064770596029115,,,,concerning_or_incomplete,0.0,0.0,0.0,0.0,no_strong_secondary,high,0.5510458349218992,moderate,0.015117617563792657,0.42105263157894735,0.24072983181742952,insufficient_events,0,,,0.0,,
EPIC_211696209,P,6.87525,0.9356236152016563,12,14,9.90436206165235e-05,1295.9006975065056,0.03064770596029115,0.000171901072821375,0.00019473789466755,0.8827304676105221,consistent,0.35155693496535034,-9.29547474781689e-06,-3.7773136642599368,-0.09385233183070976,no_strong_secondary,low,0.7071467497726707,moderate,0.01302546425216494,0.8,0.17631164193318558,insufficient_events,0,,,0.0,,
EPIC_211696209,2P,13.7505,0.46890986992434663,7,7,7.784918163744603e-05,28.139264611285167,0.0204316942836157,0.00024783509176675,0.0001228902936284389,0.4958550976473385,concerning_or_incomplete,1.370715450862878,9.550057167750925e-05,93.56699514901291,1.2267382863736203,concerning,high,0.8575515431690732,strong,0.006591154015769279,1.0,0.21112968062442808,insufficient_events,0,,,0.0,,
