star_id,y_star,score_max,score_top10mean
EPIC_212103517,1,0.22327816,0.20175758004188538
EPIC_212103522,0,0.16772544,0.1317853182554245
EPIC_212103531,1,0.27620798,0.20219692587852478
EPIC_212103542,0,0.23871791,0.21465913951396942
EPIC_212103559,0,0.25571504,0.22926056385040283
EPIC_212103636,0,0.28531364,0.21150752902030945
EPIC_212103682,0,0.24299838,0.22608204185962677
EPIC_212103695,1,0.21877433,0.19712090492248535
EPIC_212103716,1,0.26838458,0.23761768639087677
EPIC_212103723,1,0.24833657,0.20986223220825195
EPIC_212103768,1,0.21464604,0.18356268107891083
EPIC_212103776,0,0.21932068,0.16459909081459045
EPIC_212103851,0,0.27310094,0.1702236831188202
EPIC_212103884,0,0.21876161,0.2032662183046341
EPIC_212103962,0,0.20972613,0.19699987769126892
EPIC_212103970,0,0.24645936,0.20789846777915955
EPIC_212103986,1,0.18325801,0.1665033996105194
EPIC_212103994,0,0.2536237,0.2196519374847412
EPIC_212104005,1,0.25218123,0.22702057659626007
EPIC_212104016,0,0.24853012,0.1917112171649933
EPIC_212104055,1,0.2407905,0.1561494916677475
EPIC_212104101,0,0.19717062,0.18803274631500244
EPIC_212104103,0,0.25448188,0.22435203194618225
EPIC_212104157,0,0.22251531,0.19919072091579437
EPIC_212104158,1,0.30949822,0.2508903741836548
EPIC_212104174,0,0.25244677,0.2071944773197174
EPIC_212104191,0,0.20313752,0.19032762944698334
EPIC_212104213,0,0.22329439,0.2047766000032425
EPIC_212104224,1,0.20618473,0.18153618276119232
EPIC_212104234,1,0.2569487,0.2267794907093048
EPIC_212104239,0,0.21184115,0.18067029118537903
EPIC_212104314,0,0.21341673,0.18683992326259613
EPIC_212104318,0,0.22374533,0.19130924344062805
EPIC_212104324,0,0.24567474,0.17754670977592468
EPIC_212104349,0,0.2422579,0.2130957394838333
EPIC_212104351,0,0.2600114,0.23663143813610077
EPIC_212104374,0,0.23170054,0.2136944830417633
EPIC_212104421,0,0.25301057,0.21701323986053467
EPIC_212104427,0,0.23065592,0.2134566307067871
EPIC_212104491,0,0.22240677,0.1955544352531433
EPIC_212104541,0,0.17657489,0.14386191964149475
EPIC_212104647,0,0.23417734,0.19914498925209045
EPIC_212104651,0,0.23257428,0.2141728699207306
EPIC_212104682,0,0.25958484,0.22404105961322784
EPIC_212104742,0,0.22935802,0.17972448468208313
EPIC_212104758,1,0.25919005,0.21963827311992645
EPIC_212104761,0,0.26366016,0.17581744492053986
EPIC_212104784,0,0.24106756,0.21727819740772247
EPIC_212104816,0,0.22743975,0.20789293944835663
EPIC_212104857,1,0.22518593,0.1927136480808258
EPIC_212104946,0,0.18919536,0.16933006048202515
EPIC_212104955,0,0.20767832,0.17782145738601685
EPIC_212104990,0,0.26252136,0.2287209928035736
EPIC_212105024,0,0.21267019,0.18518437445163727
EPIC_212105081,0,0.24840337,0.21440967917442322
EPIC_212105099,0,0.237106,0.17867834866046906
EPIC_212105127,0,0.26743707,0.2099502980709076
EPIC_212105128,0,0.19325192,0.16699564456939697
EPIC_212105290,0,0.2284954,0.1840764731168747
EPIC_212105338,0,0.2544331,0.22770218551158905
EPIC_212105410,0,0.24702124,0.2328667938709259
EPIC_212105411,1,0.283811,0.227814719080925
EPIC_212105445,0,0.2285055,0.20017559826374054
EPIC_212105502,0,0.21208021,0.1734044998884201
EPIC_212105532,0,0.24593364,0.2165040224790573
EPIC_212105534,0,0.25081915,0.20433631539344788
EPIC_212105613,0,0.2466383,0.2166389524936676
EPIC_212105621,0,0.2701524,0.22769244015216827
EPIC_212105631,1,0.19226061,0.15577039122581482
EPIC_212105669,0,0.23444723,0.21379689872264862
EPIC_212105718,0,0.26133442,0.20674319565296173
EPIC_212105806,0,0.20793538,0.19056332111358643
EPIC_212105816,1,0.2752807,0.21563105285167694
EPIC_212105869,0,0.24355859,0.19920380413532257
EPIC_212105907,0,0.28593615,0.2293550670146942
EPIC_212106005,1,0.18046474,0.17514926195144653
EPIC_212106017,1,0.21696115,0.2052834928035736
EPIC_212106039,0,0.22316296,0.20356154441833496
EPIC_212106051,0,0.24061257,0.20202739536762238
EPIC_212106089,0,0.24990864,0.2256789654493332
EPIC_212106101,0,0.24706447,0.2229669839143753
EPIC_212106185,0,0.2217613,0.21053430438041687
EPIC_212106280,1,0.2594024,0.1797608584165573
EPIC_212106282,0,0.25509152,0.21515826880931854
EPIC_212106306,0,0.19110179,0.17320682108402252
EPIC_212106335,1,0.25704873,0.22548075020313263
EPIC_212106350,0,0.22551489,0.18368467688560486
EPIC_212106372,0,0.21392475,0.177184596657753
EPIC_212106382,0,0.25602087,0.24027907848358154
EPIC_212106394,0,0.15994388,0.14777958393096924
EPIC_212106451,0,0.2690416,0.22359681129455566
EPIC_212106472,0,0.22731422,0.19952666759490967
EPIC_212106480,0,0.23178162,0.2197001427412033
EPIC_212106518,0,0.2608595,0.24133500456809998
EPIC_212106539,1,0.20664574,0.19445684552192688
EPIC_212106559,0,0.22183207,0.18829849362373352
EPIC_212106577,0,0.2097507,0.17981569468975067
EPIC_212106595,0,0.22476773,0.2050279825925827
EPIC_212106627,0,0.19618264,0.1813228577375412
EPIC_212106645,0,0.19546941,0.15468725562095642
EPIC_212106660,0,0.19625282,0.18869948387145996
EPIC_212106848,0,0.22962502,0.21370522677898407
EPIC_212106876,0,0.25291348,0.2189895212650299
EPIC_212106917,0,0.26904044,0.23107831180095673
EPIC_212106947,1,0.22787133,0.21487458050251007
EPIC_212106955,0,0.18435778,0.1495637148618698
EPIC_212106963,0,0.24564454,0.21789224445819855
EPIC_212107012,0,0.22848034,0.2186390906572342
EPIC_212107041,0,0.20982708,0.19262468814849854
EPIC_212107082,0,0.22576982,0.20331907272338867
EPIC_212107129,0,0.2208922,0.2009487897157669
EPIC_212107152,0,0.18062389,0.16649803519248962
EPIC_212107186,0,0.24730402,0.20317380130290985
EPIC_212107264,0,0.21311404,0.1936468631029129
EPIC_212107294,0,0.21287942,0.18821635842323303
EPIC_212107310,0,0.2155193,0.1623837798833847
EPIC_212107335,0,0.23066418,0.21426263451576233
EPIC_212107343,0,0.19696712,0.17789171636104584
EPIC_212107355,0,0.21062553,0.19787171483039856
EPIC_212107543,0,0.25710618,0.21201710402965546
EPIC_212107553,0,0.21006851,0.1500246524810791
EPIC_212107568,0,0.20531681,0.18694034218788147
EPIC_212107598,1,0.2391127,0.22181575000286102
EPIC_212107602,0,0.21461448,0.17772634327411652
EPIC_212107607,0,0.24414884,0.19657962024211884
EPIC_212107635,1,0.21524899,0.1783425658941269
EPIC_212107680,0,0.23872125,0.20968535542488098
EPIC_212107685,0,0.20565386,0.19636017084121704
EPIC_212107694,0,0.19280861,0.1812528818845749
EPIC_212107705,0,0.23113926,0.21105089783668518
EPIC_212107707,0,0.25224835,0.21357372403144836
EPIC_212107717,0,0.17492272,0.16517969965934753
EPIC_212107729,0,0.26140708,0.21270553767681122
EPIC_212107737,1,0.2945861,0.22787058353424072
EPIC_212107759,0,0.24982119,0.2280033528804779
EPIC_212107780,0,0.23440394,0.20071430504322052
EPIC_212107822,1,0.21917981,0.20489820837974548
EPIC_212107881,0,0.2019144,0.18025247752666473
EPIC_212107946,0,0.24782921,0.2137884646654129
EPIC_212107948,0,0.26210603,0.2307489663362503
EPIC_212107975,0,0.21498309,0.18943996727466583
EPIC_212108086,0,0.24325076,0.18990793824195862
EPIC_212108094,0,0.21123196,0.1879809945821762
EPIC_212108135,0,0.24361406,0.20112593472003937
EPIC_212108248,0,0.20384488,0.1754326969385147
EPIC_212108273,0,0.25123286,0.2093801200389862
EPIC_212108275,0,0.23565137,0.20263008773326874
EPIC_212108286,0,0.2531909,0.21604172885417938
EPIC_212108292,0,0.25618446,0.22359605133533478
EPIC_212108335,0,0.2709204,0.22397255897521973
EPIC_212108363,1,0.22925761,0.18126538395881653
EPIC_212108377,1,0.25572592,0.21411606669425964
EPIC_212108396,0,0.08559408,0.06943247467279434
EPIC_212108449,0,0.24464582,0.1687653660774231
EPIC_212108496,1,0.22648303,0.2075824737548828
EPIC_212108541,0,0.21740285,0.20341530442237854
EPIC_212108542,0,0.2183972,0.1926790475845337
EPIC_212108595,0,0.2622006,0.23929092288017273
EPIC_212108616,0,0.20850645,0.19189518690109253
EPIC_212108635,0,0.22138447,0.19255802035331726
EPIC_212108721,0,0.2416568,0.2156597077846527
EPIC_212108728,0,0.220059,0.17827677726745605
EPIC_212108826,0,0.18877007,0.17284198105335236
EPIC_212108918,0,0.16905329,0.15490970015525818
EPIC_212108939,0,0.20894866,0.1682930886745453
EPIC_212108940,1,0.22210953,0.1969653069972992
EPIC_212108981,0,0.22759576,0.20372125506401062
EPIC_212108989,1,0.2663559,0.20285062491893768
EPIC_212109135,0,0.03558001,0.026591192930936813
EPIC_212109144,0,0.22524217,0.20533040165901184
EPIC_212109205,0,0.2567649,0.23031635582447052
EPIC_212109219,1,0.23201017,0.17838062345981598
EPIC_212109232,0,0.24198733,0.20346705615520477
EPIC_212109256,1,0.26901942,0.2359321415424347
EPIC_212109260,0,0.1952867,0.16468088328838348
EPIC_212109332,0,0.2583617,0.20108072459697723
EPIC_212109351,0,0.2407375,0.20431268215179443
EPIC_212109554,0,0.22740954,0.203547403216362
EPIC_212109563,0,0.24046251,0.21591100096702576
EPIC_212109612,0,0.25379732,0.21943731606006622
EPIC_212109620,1,0.25735593,0.1955241858959198
EPIC_212109644,0,0.18521042,0.1648530662059784
EPIC_212109681,1,0.26539043,0.22482533752918243
EPIC_212109704,0,0.23010726,0.21465711295604706
EPIC_212109772,1,0.17753296,0.16135388612747192
EPIC_212109778,1,0.24124508,0.20729830861091614
EPIC_212109785,1,0.20571716,0.1721777468919754
EPIC_212109913,0,0.24176668,0.19424106180667877
EPIC_212109949,0,0.20252801,0.171847864985466
EPIC_212109980,0,0.15123934,0.12151944637298584
EPIC_212110007,1,0.21916804,0.1680907905101776
EPIC_212110013,0,0.2534427,0.20804400742053986
EPIC_212110060,0,0.22900505,0.19578348100185394
EPIC_212110069,0,0.23610881,0.20904628932476044
EPIC_212110080,1,0.29106382,0.2481287270784378
EPIC_212110146,1,0.21529861,0.18546250462532043
EPIC_212110161,0,0.20740537,0.1796688586473465
EPIC_212110165,1,0.3049798,0.28755971789360046
EPIC_212110187,0,0.24838275,0.19953906536102295
EPIC_212110198,0,0.21592318,0.16891908645629883
EPIC_212110370,0,0.2505357,0.21929597854614258
EPIC_212110376,0,0.22499593,0.19440719485282898
EPIC_212110383,0,0.23055744,0.20166015625
EPIC_212110391,0,0.22655839,0.20775440335273743
EPIC_212110398,0,0.23207848,0.21167783439159393
EPIC_212110413,0,0.2321111,0.20355729758739471
EPIC_212110421,0,0.25982696,0.21710105240345
EPIC_212110426,0,0.22430654,0.19368872046470642
EPIC_212110567,0,0.22331965,0.1977885216474533
EPIC_212110568,0,0.26306942,0.24320590496063232
EPIC_212110584,0,0.2561022,0.22288326919078827
EPIC_212110594,0,0.2086933,0.18662410974502563
EPIC_212110598,0,0.25477353,0.2372557818889618
EPIC_212110637,1,0.21916804,0.19698992371559143
EPIC_212110792,0,0.24286899,0.22610780596733093
EPIC_212110797,0,0.19218457,0.1670149266719818
EPIC_212110810,0,0.18039715,0.16665400564670563
EPIC_212110818,0,0.23858966,0.22697225213050842
EPIC_212110857,0,0.24148966,0.2070309817790985
EPIC_212110874,0,0.22840889,0.2014651596546173
EPIC_212110888,0,0.24339405,0.2095063179731369
EPIC_212110936,1,0.29829,0.24814704060554504
EPIC_212110965,0,0.2305661,0.21175996959209442
EPIC_212110981,0,0.24375936,0.21098558604717255
EPIC_212110983,0,0.22199506,0.2040075808763504
EPIC_212110999,0,0.18470123,0.16534742712974548
EPIC_212111023,0,0.22705887,0.1969282180070877
EPIC_212111055,0,0.17731303,0.15653207898139954
EPIC_212111064,1,0.22664794,0.21627989411354065
EPIC_212111097,0,0.24935979,0.19278855621814728
EPIC_212111105,1,0.17694435,0.14277717471122742
EPIC_212111110,0,0.23931883,0.20207104086875916
EPIC_212111180,0,0.2497744,0.21264223754405975
EPIC_212111203,0,0.18940403,0.17261812090873718
EPIC_212111327,1,0.09847864,0.08336059749126434
EPIC_212111382,0,0.16518703,0.15884190797805786
EPIC_212111398,0,0.2231516,0.20358853042125702
EPIC_212111402,0,0.22454792,0.18639948964118958
EPIC_212111418,0,0.2429327,0.22326281666755676
EPIC_212111453,0,0.2223995,0.18719640374183655
EPIC_212111532,0,0.23656447,0.18135905265808105
EPIC_212111535,0,0.22076146,0.1844775527715683
EPIC_212111554,1,0.17550083,0.14741459488868713
EPIC_212111573,1,0.2324695,0.19578203558921814
EPIC_212111578,0,0.23656614,0.19474759697914124
EPIC_212111683,0,0.23303059,0.21612000465393066
EPIC_212111687,0,0.2304739,0.20674438774585724
EPIC_212111690,0,0.2044415,0.17625240981578827
EPIC_212111715,0,0.24247715,0.20991189777851105
EPIC_212111770,0,0.24950173,0.2142026722431183
EPIC_212111822,0,0.17222586,0.12284638732671738
EPIC_212111829,0,0.23763022,0.2019498646259308
EPIC_212111862,0,0.2837596,0.2578701674938202
EPIC_212111919,0,0.2263045,0.19391083717346191
EPIC_212111942,0,0.23495102,0.21318988502025604
EPIC_212112033,0,0.24583389,0.20027115941047668
EPIC_212112038,0,0.22493303,0.2044290006160736
EPIC_212112039,0,0.23401532,0.20160265266895294
EPIC_212112041,0,0.24043633,0.20505845546722412
EPIC_212112068,0,0.24794374,0.20325490832328796
EPIC_212112081,0,0.07639262,0.06982879340648651
EPIC_212112086,0,0.22915433,0.19509676098823547
EPIC_212112097,0,0.22083496,0.1863025575876236
EPIC_212112105,0,0.2539308,0.2335663139820099
EPIC_212112108,0,0.24096663,0.2268035113811493
EPIC_212112175,0,0.23566929,0.20424477756023407
EPIC_212112183,0,0.23557666,0.2171299159526825
EPIC_212112264,0,0.22161248,0.20983687043190002
EPIC_212112291,0,0.17919417,0.16673161089420319
EPIC_212112315,0,0.19862492,0.15918748080730438
EPIC_212112317,0,0.19429469,0.16846701502799988
EPIC_212112321,1,0.26411423,0.2142985761165619
EPIC_212112327,0,0.24693702,0.19945445656776428
EPIC_212112379,1,0.28803435,0.21542851626873016
EPIC_212112423,0,0.21975367,0.20545656979084015
EPIC_212112465,0,0.23069105,0.1547611653804779
EPIC_212112522,1,0.22534081,0.1795751452445984
EPIC_212112525,1,0.21154742,0.20036618411540985
EPIC_212112533,0,0.2531545,0.21648073196411133
EPIC_212112572,0,0.22708061,0.20253238081932068
EPIC_212112578,0,0.22969268,0.21668779850006104
EPIC_212112611,1,0.2861881,0.23299801349639893
EPIC_212112631,0,0.21904644,0.20419833064079285
EPIC_212112632,0,0.23054253,0.19888286292552948
EPIC_212112639,0,0.3016065,0.24259130656719208
EPIC_212112690,0,0.22662182,0.1953233778476715
EPIC_212112692,0,0.2713282,0.248835951089859
EPIC_212112700,0,0.28177595,0.2186325490474701
EPIC_212112752,1,0.20485279,0.1772761046886444
EPIC_212112782,0,0.2299729,0.20334775745868683
EPIC_212112843,0,0.19705534,0.1496868133544922
EPIC_212112844,1,0.23614605,0.21335306763648987
EPIC_212112849,0,0.22755846,0.1952047049999237
EPIC_212112888,0,0.2632313,0.231774240732193
EPIC_212112906,0,0.23003076,0.19882464408874512
EPIC_212112918,0,0.23075204,0.19394037127494812
EPIC_212112933,0,0.09256198,0.07849059253931046
EPIC_212113109,0,0.19939138,0.17617200314998627
EPIC_212113124,0,0.2752361,0.23798522353172302
EPIC_212113146,0,0.21779634,0.17006435990333557
EPIC_212113197,0,0.25589615,0.22442762553691864
EPIC_212113212,0,0.22128595,0.21021397411823273
EPIC_212113749,0,0.23177125,0.20010094344615936
EPIC_212113758,0,0.2236909,0.20102998614311218
EPIC_212113770,0,0.23049116,0.20078063011169434
EPIC_212113781,0,0.25290635,0.23349694907665253
EPIC_212113825,1,0.2659415,0.24989572167396545
EPIC_212113866,0,0.23943388,0.21359625458717346
EPIC_212113915,1,0.21925819,0.16177672147750854
EPIC_212114056,0,0.22705264,0.2105947732925415
EPIC_212114132,1,0.21006306,0.19611190259456635
EPIC_212114136,1,0.20270616,0.1671057641506195
EPIC_212114192,0,0.24923682,0.2079574167728424
EPIC_212114198,0,0.23634647,0.2243664562702179
EPIC_212114209,0,0.21360464,0.1990838199853897
EPIC_212114276,0,0.21968104,0.19433483481407166
EPIC_212114290,0,0.20203635,0.17650160193443298
EPIC_212114305,0,0.23424138,0.19799242913722992
EPIC_212114333,0,0.24394034,0.22261051833629608
EPIC_212114350,0,0.22820567,0.2046455591917038
EPIC_212114364,0,0.26309562,0.21527676284313202
EPIC_212114371,0,0.24209082,0.20692408084869385
EPIC_212114373,0,0.24191508,0.21980369091033936
EPIC_212114383,0,0.23175435,0.170993834733963
EPIC_212114407,1,0.2210868,0.19499894976615906
EPIC_212114477,0,0.20438829,0.18489763140678406
EPIC_212114568,1,0.24756229,0.19995132088661194
EPIC_212114573,1,0.24285913,0.18784721195697784
EPIC_212114592,1,0.21258472,0.18550175428390503
EPIC_212114620,0,0.22914673,0.2153303325176239
EPIC_212114624,0,0.27351692,0.23684731125831604
EPIC_212114698,0,0.24066824,0.21503262221813202
EPIC_212114700,0,0.23224314,0.18665561079978943
EPIC_212114726,0,0.25678295,0.22554489970207214
EPIC_212114753,0,0.21504118,0.20223121345043182
EPIC_212114784,0,0.23813312,0.2139461785554886
EPIC_212114798,1,0.1698659,0.15665259957313538
EPIC_212114906,0,0.16134274,0.12507714331150055
EPIC_212114917,1,0.22778766,0.21457986533641815
EPIC_212114923,1,0.20620075,0.17623592913150787
EPIC_212114941,0,0.22789934,0.1936931014060974
EPIC_212114961,0,0.23655896,0.18803143501281738
EPIC_212114991,0,0.20847973,0.17790859937667847
EPIC_212115006,1,0.25271177,0.22645112872123718
EPIC_212115017,0,0.26576075,0.22876663506031036
EPIC_212115053,0,0.25940922,0.23588307201862335
EPIC_212115198,1,0.19644973,0.17839837074279785
EPIC_212115200,0,0.20693423,0.19676482677459717
EPIC_212115220,0,0.1630484,0.13151201605796814
EPIC_212115221,0,0.23484582,0.1970500648021698
EPIC_212115237,0,0.22492152,0.20363466441631317
EPIC_212115293,0,0.25564522,0.23128259181976318
EPIC_212115300,0,0.19267794,0.1567833423614502
EPIC_212115504,0,0.17012143,0.15394407510757446
EPIC_212115527,0,0.22018974,0.18092304468154907
EPIC_212115533,1,0.23099081,0.21520593762397766
EPIC_212115552,0,0.2675627,0.22970661520957947
EPIC_212115629,0,0.23307168,0.20344197750091553
EPIC_212115633,0,0.24600062,0.2114715874195099
EPIC_212115652,1,0.20598322,0.19098925590515137
EPIC_212115681,1,0.12263233,0.09359622001647949
EPIC_212115700,0,0.2519148,0.21786455810070038
EPIC_212115725,0,0.24168327,0.21200938522815704
EPIC_212115764,0,0.24978375,0.21796075999736786
EPIC_212115784,0,0.25328028,0.20567350089550018
EPIC_212115947,0,0.23370923,0.2117108553647995
EPIC_212116012,1,0.26517883,0.2296687662601471
EPIC_212116053,0,0.2478755,0.19148316979408264
EPIC_212116079,0,0.2729912,0.23617908358573914
EPIC_212116101,0,0.19805636,0.17020124197006226
