epic_id,cnn_model_path,cnn_score,cnn_score_name,cnn_role,morphology_positive,cnn_policy_version,autovet_batch,autovet_stage,autovet_label,autovet_reason,autovet_score,autovet_period_days,autovet_threshold,autovet_recommended_action,period_gate,odd_even_gate,secondary_eclipse_gate,oot_variability_gate,depth_consistency_gate,event_cluster_gate,alias_gate,thruster_cadence_gate,diagnostic_gate_summary,manual_label,manual_reason,manual_reviewer,manual_review_date,manual_next_action,manual_confidence,stage_f_label,stage_f_reason,stage_g_label,stage_g_reason,promotion_status,final_candidate_status,training_label,training_label_source,used_for_training,eligible_for_future_vetter_training,review_level,manual_vetted,diagnostic_vetted,autovet_only,master_label,master_reason,master_next_action,decision_authority,has_conflict,conflict_reason,source_files,last_updated,cnn_manual_conflict,cnn_manual_conflict_reason
EPIC_211482556,models/k2_nocrop_flux_seed46_split303.best.keras,0.7020900845527649,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.68363796252889,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,uncertain_hold,"Shallow but plausible transit-like signal with good odd/even consistency, ratio about 0.978, no detected secondary eclipse, low alias risk, and moderate primary SNR around 9.31. However the folded dip appears somewhat wobbly/noisy, OOT variability is non-trivial at about 0.27x transit depth, transit duration is fairly long at about 7.36 hours, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and cleaner detrended plot review rather than promote directly.",user_provided_manual_review,2026-05-19,keep_hold_for_recheck_with_stage_f_period_validation,medium,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,uncertain_hold,"Shallow but plausible transit-like signal with good odd/even consistency, ratio about 0.978, no detected secondary eclipse, low alias risk, and moderate primary SNR around 9.31. However the folded dip appears somewhat wobbly/noisy, OOT variability is non-trivial at about 0.27x transit depth, transit duration is fairly long at about 7.36 hours, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and cleaner detrended plot review rather than promote directly.",keep_hold_for_recheck_with_stage_f_period_validation,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260519_epic11/manual_vetting_decisions_cumulative_20260519_epic11.csv,2026-05-19,,
EPIC_211493634,models/k2_nocrop_flux_seed46_split303.best.keras,0.8903582096099854,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.6924597911762251,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,noise_or_artifact,"Very shallow signal with modest primary SNR around 8.44, short period at P=0.608d, and only limited event support. Odd/even consistency is not severely bad but is imperfect, with ratio about 0.789 and explicit delta about 0.236. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Plot is noisy and there is no strong planet-like feature to justify holding or promotion despite morphology-positive CNN score.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,medium_high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,noise_or_artifact,"Very shallow signal with modest primary SNR around 8.44, short period at P=0.608d, and only limited event support. Odd/even consistency is not severely bad but is imperfect, with ratio about 0.789 and explicit delta about 0.236. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Plot is noisy and there is no strong planet-like feature to justify holding or promotion despite morphology-positive CNN score.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic16/manual_vetting_decisions_cumulative_20260520_epic16.csv,2026-05-20,,
EPIC_211497712,models/k2_nocrop_flux_seed46_split303.best.keras,0.9770597219467164,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.7074218271382361,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,candidate_like,"Visually promising deep, coherent transit-like signal with excellent odd/even consistency, ratio about 0.993 and explicit delta about 0.0068, no significant secondary eclipse, low alias risk, high CNN morphology score, and many event-family members. OOT variability is a concern at about 0.63x transit depth and the period source is event-spacing fallback with many candidate periods, so promote to Stage F validation with an OOT/detrending caveat rather than treat as confirmed planet-like.",user_provided_manual_review,2026-05-20,promote_to_stage_f_validation_with_oot_variability_caveat,medium,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,candidate_like,"Visually promising deep, coherent transit-like signal with excellent odd/even consistency, ratio about 0.993 and explicit delta about 0.0068, no significant secondary eclipse, low alias risk, high CNN morphology score, and many event-family members. OOT variability is a concern at about 0.63x transit depth and the period source is event-spacing fallback with many candidate periods, so promote to Stage F validation with an OOT/detrending caveat rather than treat as confirmed planet-like.",promote_to_stage_f_validation_with_oot_variability_caveat,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic16/manual_vetting_decisions_cumulative_20260520_epic16.csv,2026-05-20,,
EPIC_211512262,models/k2_nocrop_flux_seed46_split303.best.keras,0.9807813763618468,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.6960508232258793,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,uncertain_hold,"Very shallow but coherent transit-like signal with excellent odd/even consistency, ratio about 0.981 and explicit delta about 0.019, no detected secondary eclipse, low alias risk, high CNN morphology score, and locally enhanced cutouts showing repeated weak dips in several events. However the primary depth is tiny at about 0.000104, primary SNR is weak/modest at about 3.50, event support is limited, and the period source is event-spacing fallback. Keep as uncertain hold pending Stage F period validation and improved stacked/local cutout review rather than direct candidate promotion.",user_provided_manual_review,2026-05-20,keep_hold_for_recheck_with_stage_f_period_validation,medium,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,uncertain_hold,"Very shallow but coherent transit-like signal with excellent odd/even consistency, ratio about 0.981 and explicit delta about 0.019, no detected secondary eclipse, low alias risk, high CNN morphology score, and locally enhanced cutouts showing repeated weak dips in several events. However the primary depth is tiny at about 0.000104, primary SNR is weak/modest at about 3.50, event support is limited, and the period source is event-spacing fallback. Keep as uncertain hold pending Stage F period validation and improved stacked/local cutout review rather than direct candidate promotion.",keep_hold_for_recheck_with_stage_f_period_validation,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic16/manual_vetting_decisions_cumulative_20260520_epic16.csv,2026-05-20,,
EPIC_211529191,models/k2_nocrop_flux_seed46_split303.best.keras,0.9225077033042908,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.7175680811003716,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,noise_or_artifact,"Very shallow signal with weak/modest primary SNR around 4.62 and limited event support. Odd/even consistency is acceptable but not especially strong, and there is no secondary eclipse, but the period source is event-spacing fallback with many candidate periods and no convincing planet-like evidence beyond morphology-positive CNN scoring. Reject as noise/artifact rather than continue holding.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,medium_high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,noise_or_artifact,"Very shallow signal with weak/modest primary SNR around 4.62 and limited event support. Odd/even consistency is acceptable but not especially strong, and there is no secondary eclipse, but the period source is event-spacing fallback with many candidate periods and no convincing planet-like evidence beyond morphology-positive CNN scoring. Reject as noise/artifact rather than continue holding.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic16/manual_vetting_decisions_cumulative_20260520_epic16.csv,2026-05-20,,
EPIC_211536223,models/k2_nocrop_flux_seed46_split303.best.keras,0.8045827746391296,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.6917849075768736,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,noise_or_artifact,"Deep morphology-positive signal, but the event shape is likely dominated by structured noise or variability. Transit duration is very long at about 12.75 hours for P=2.49d, OOT variability is high at about 0.51x transit depth, odd/even consistency is only mediocre with ratio about 0.797 and explicit delta about 0.205, and alias risk is moderate. Period source is event-spacing fallback with limited event support, so reject as noise/artifact rather than promote despite the sizeable apparent depth.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,medium_high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,noise_or_artifact,"Deep morphology-positive signal, but the event shape is likely dominated by structured noise or variability. Transit duration is very long at about 12.75 hours for P=2.49d, OOT variability is high at about 0.51x transit depth, odd/even consistency is only mediocre with ratio about 0.797 and explicit delta about 0.205, and alias risk is moderate. Period source is event-spacing fallback with limited event support, so reject as noise/artifact rather than promote despite the sizeable apparent depth.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic16/manual_vetting_decisions_cumulative_20260520_epic16.csv,2026-05-20,,
EPIC_211542908,models/k2_nocrop_flux_seed46_split303.best.keras,0.934166669845581,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.6943438709817704,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,binary_system,"Strong odd/even depth mismatch with ratio about 0.391 and explicit delta about 1.27, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, primary SNR is only modest around 6.38, alias risk is moderate, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite morphology-positive CNN score and no detected secondary eclipse.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,binary_system,"Strong odd/even depth mismatch with ratio about 0.391 and explicit delta about 1.27, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, primary SNR is only modest around 6.38, alias risk is moderate, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite morphology-positive CNN score and no detected secondary eclipse.",reject_from_candidate_pipeline,manual_review,true,"manual_label disagrees with autovet_label; CNN score is high at about 0.934, but manual/diagnostic review rejects due to strong odd/even mismatch, shallow signal, alias risk, and weak fallback period support.",plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic20/manual_vetting_decisions_cumulative_20260520_epic20.csv,2026-05-20,cnn_high_manual_reject,"CNN score is high at about 0.934, but manual/diagnostic review rejects due to strong odd/even mismatch, shallow signal, alias risk, and weak fallback period support."
EPIC_211549072,models/k2_nocrop_flux_seed46_split303.best.keras,0.9907761216163636,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,hold_batch1,stage_i_internal_autovet,auto_hold_needs_review,"original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.4722, odd_even_delta=0.6746, secondary_ratio=0, alias_risk=moderate",0.7967716425657273,1.20036,,run_period_search_before_label_update,fail,unknown,unknown,pass,unknown,pass,review,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=review; thruster_cadence_gate=unknown,noise_or_artifact,"Manual plot review does not show a convincing transit-like signal despite very high CNN morphology score. The numerical diagnostics are also unfavorable: shallow primary depth, modest primary SNR around 6.92, very long duration around 7.85 hours for P=1.20d, strong odd/even mismatch with ratio about 0.472 and explicit delta about 0.675, and half-period alias support. Stage F held the object as ambiguous, but manual review overrides the CNN morphology-positive score because the dips are not visually convincing and the signal is not planet-like.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,noise_or_artifact,"Manual plot review does not show a convincing transit-like signal despite very high CNN morphology score. The numerical diagnostics are also unfavorable: shallow primary depth, modest primary SNR around 6.92, very long duration around 7.85 hours for P=1.20d, strong odd/even mismatch with ratio about 0.472 and explicit delta about 0.675, and half-period alias support. Stage F held the object as ambiguous, but manual review overrides the CNN morphology-positive score because the dips are not visually convincing and the signal is not planet-like.",reject_from_candidate_pipeline,manual_review,true,"manual_label disagrees with autovet_label; Very high CNN score at about 0.991, but manual review finds no convincing dips and diagnostics are unfavorable.",plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic20/manual_vetting_decisions_cumulative_20260520_epic20.csv,2026-05-20,cnn_high_manual_reject,"Very high CNN score at about 0.991, but manual review finds no convincing dips and diagnostics are unfavorable."
EPIC_211569404,models/k2_nocrop_flux_seed46_split303.best.keras,0.7794937491416931,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,hold_batch1,stage_i_internal_autovet,auto_hold_needs_review,original AutoVet evidence had missing/weak saved period support,0.7178692121995927,0.60036,,run_period_search_before_label_update,fail,unknown,unknown,pass,unknown,pass,pass,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=pass; thruster_cadence_gate=unknown,noise_or_artifact,"Manual review does not find a convincing planet-like signal. The primary depth is shallow, primary SNR is only modest around 8.34, and the period is very short at P=0.600d with a relatively long duration around 3.19 hours. Odd/even consistency is poor, with ratio about 0.700 and explicit delta about 0.353, and there is half-period alias support despite low formal alias risk. Stage F kept this only as a secondary-queue hold, so reject as noise/artifact rather than continue holding.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,noise_or_artifact,"Manual review does not find a convincing planet-like signal. The primary depth is shallow, primary SNR is only modest around 8.34, and the period is very short at P=0.600d with a relatively long duration around 3.19 hours. Odd/even consistency is poor, with ratio about 0.700 and explicit delta about 0.353, and there is half-period alias support despite low formal alias risk. Stage F kept this only as a secondary-queue hold, so reject as noise/artifact rather than continue holding.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic20/manual_vetting_decisions_cumulative_20260520_epic20.csv,2026-05-20,none,CNN score is only moderate and does not materially conflict with manual rejection.
EPIC_211573482,models/k2_nocrop_flux_seed46_split303.best.keras,0.8235576152801514,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.6874062288586902,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,binary_system,"Signal is present, but diagnostics are unfavorable for a planet-like candidate. Odd/even depth consistency is poor, with ratio about 0.610 and explicit delta about 0.589, suggesting possible EB behavior. OOT variability is very high at about 1.16x the transit depth, meaning the apparent events may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods, and CNN score is only morphology-positive, not promotion authority. Reject from candidate pipeline as likely binary/variable contamination rather than continue holding.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,medium_high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,binary_system,"Signal is present, but diagnostics are unfavorable for a planet-like candidate. Odd/even depth consistency is poor, with ratio about 0.610 and explicit delta about 0.589, suggesting possible EB behavior. OOT variability is very high at about 1.16x the transit depth, meaning the apparent events may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods, and CNN score is only morphology-positive, not promotion authority. Reject from candidate pipeline as likely binary/variable contamination rather than continue holding.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic20/manual_vetting_decisions_cumulative_20260520_epic20.csv,2026-05-20,none,CNN score is moderate-high but not extreme; manual rejection is driven by EB/variability diagnostics.
EPIC_211580521,models/k2_nocrop_flux_seed46_split303.best.keras,0.7536145448684692,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.6789873915343313,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,noise_or_artifact,"OOT variability is acceptable at about 0.17x transit depth, but the rest of the evidence is weak or unfavorable. Primary SNR is low at about 4.74, event support is limited, and the period is very short at P=0.545d. Odd/even consistency is poor, with ratio about 0.611 and explicit delta about 0.464. Alias risk is high with strong half-period support, and the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact rather than continue holding despite morphology-positive CNN score.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,medium_high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,noise_or_artifact,"OOT variability is acceptable at about 0.17x transit depth, but the rest of the evidence is weak or unfavorable. Primary SNR is low at about 4.74, event support is limited, and the period is very short at P=0.545d. Odd/even consistency is poor, with ratio about 0.611 and explicit delta about 0.464. Alias risk is high with strong half-period support, and the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact rather than continue holding despite morphology-positive CNN score.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic25/manual_vetting_decisions_cumulative_20260520_epic25.csv,2026-05-20,none,CNN score is moderate and does not materially conflict with manual rejection.
EPIC_211581700,models/k2_nocrop_flux_seed46_split303.best.keras,0.9759197235107422,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.6862826934317829,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,binary_system,"Strong real eclipsing signal with excellent odd/even consistency and many repeated events, but the secondary eclipse is highly significant and deeper than expected for a planet-like occultation. Secondary SNR is about 19.83 and secondary-to-primary depth ratio is about 3.87, making this much more consistent with an eclipsing binary or variable binary system than a planet candidate. Reject from planet candidate pipeline despite strong morphology and high CNN score.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,binary_system,"Strong real eclipsing signal with excellent odd/even consistency and many repeated events, but the secondary eclipse is highly significant and deeper than expected for a planet-like occultation. Secondary SNR is about 19.83 and secondary-to-primary depth ratio is about 3.87, making this much more consistent with an eclipsing binary or variable binary system than a planet candidate. Reject from planet candidate pipeline despite strong morphology and high CNN score.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic25/manual_vetting_decisions_cumulative_20260520_epic25.csv,2026-05-20,none,"CNN correctly identified strong eclipse-like morphology, but morphology score is not a planet classifier."
EPIC_211586814,models/k2_nocrop_flux_seed46_split303.best.keras,0.8914650678634644,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,hold_batch1,stage_i_internal_autovet,auto_hold_needs_review,"original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.5385, odd_even_delta=0.6, secondary_ratio=0, alias_risk=low",0.7451250285982689,0.50398,,run_period_search_before_label_update,fail,unknown,unknown,pass,unknown,pass,pass,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=pass; thruster_cadence_gate=unknown,binary_system,"Signal has decent primary SNR, but diagnostics are EB-like rather than planet-like. Odd/even depth consistency is poor, with ratio about 0.538 and explicit delta about 0.600. The period is very short at P=0.504d with a relatively long duration of about 3.68 hours, and there is strong half-period alias support. Stage F already held it as ambiguous due to odd/even risk. Reject from candidate pipeline as likely binary/alias-contaminated despite morphology-positive CNN score and no detected secondary eclipse.",user_provided_manual_review,2026-05-20,reject_from_candidate_pipeline,high,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,binary_system,"Signal has decent primary SNR, but diagnostics are EB-like rather than planet-like. Odd/even depth consistency is poor, with ratio about 0.538 and explicit delta about 0.600. The period is very short at P=0.504d with a relatively long duration of about 3.68 hours, and there is strong half-period alias support. Stage F already held it as ambiguous due to odd/even risk. Reject from candidate pipeline as likely binary/alias-contaminated despite morphology-positive CNN score and no detected secondary eclipse.",reject_from_candidate_pipeline,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic25/manual_vetting_decisions_cumulative_20260520_epic25.csv,2026-05-20,none,"CNN score is moderately high but not extreme; manual rejection is driven by odd/even mismatch, short-period geometry, and alias concerns."
EPIC_211592766,models/k2_nocrop_flux_seed46_split303.best.keras,0.7661640644073486,transit_morphology_score,morphology_scorer_only,True,frozen_batch3_transit_morphology_policy_2026-05-15,stage_i_autovet_v1_global,stage_i_internal_autovet,auto_hold_needs_review,"Some signal evidence exists, but there is no reliable saved period support.",0.7024968892092387,,,run_period_search_or_stage_i_plot_generation_before_candidate_promotion,fail,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,uncertain_hold,"Transit-like signal has acceptable primary SNR around 8.09, good odd/even consistency with ratio about 0.933 and explicit delta about 0.072, no significant secondary eclipse, and low alias risk. However the transit duration is long at about 7.36 hours for P=2.09d, OOT variability is non-trivial at about 0.27x transit depth, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and improved plot/detrending review rather than promote.",user_provided_manual_review,2026-05-20,keep_hold_for_recheck_with_stage_f_period_validation,medium,,,,,hold_or_followup,,,,False,False,manually_reviewed,true,False,false,uncertain_hold,"Transit-like signal has acceptable primary SNR around 8.09, good odd/even consistency with ratio about 0.933 and explicit delta about 0.072, no significant secondary eclipse, and low alias risk. However the transit duration is long at about 7.36 hours for P=2.09d, OOT variability is non-trivial at about 0.27x transit depth, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and improved plot/detrending review rather than promote.",keep_hold_for_recheck_with_stage_f_period_validation,manual_review,true,manual_label disagrees with autovet_label,plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic25/manual_vetting_decisions_cumulative_20260520_epic25.csv,2026-05-20,none,CNN score is moderate and consistent with a cautious hold rather than promotion.
