base_weight_set,penalty_weight_set,penalty_scale,threshold,predicted_positives,tp,fp,tn,fn,precision,recall,f1,top_5_tp,top_5_fp,top_5_precision,top_10_tp,top_10_fp,top_10_precision,meets_precision_target,meets_recall_floor,selection_bucket
4,1,1.0,0.525,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,2,1.0,0.525,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,2,1.15,0.525,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,3,1.0,0.525,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,0,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,1,0.85,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,1,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,2,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,2,1.15,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,3,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,0,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,1,0.85,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,1,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,2,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,2,1.15,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,3,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,0,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,1,0.85,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,1,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,2,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,2,1.15,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,3,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,0,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,1,0.85,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,1,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,2,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,2,1.15,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,3,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,0,1.15,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,1,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,2,1.15,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,3,1.0,0.5,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,0,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,1,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,2,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,3,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,4,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,0,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,1,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,2,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,3,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,4,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,0,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,1,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,2,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,0,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,1,1.0,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,2,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,1,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,3,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,4,1.15,0.475,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,1,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,3,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,4,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,0,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,1,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,3,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,4,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,1,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,3,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,4,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,1,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,3,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,4,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,1,1.15,0.45,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
0,1,1.15,0.425,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
1,1,1.15,0.425,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
2,1,1.15,0.425,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
3,1,1.15,0.425,6,2,4,27,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,3,0.4,2,8,0.2,False,True,2
4,4,0.85,0.4,14,4,10,21,3,0.2857142857142857,0.5714285714285714,0.38095238095238093,2,3,0.4,2,8,0.2,False,True,2
1,4,0.85,0.375,14,4,10,21,3,0.2857142857142857,0.5714285714285714,0.38095238095238093,2,3,0.4,2,8,0.2,False,True,2
4,0,0.55,0.625,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
4,2,0.55,0.625,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
0,2,0.55,0.6,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,0,0.55,0.6,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,2,0.55,0.6,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,3,0.55,0.6,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,4,0.55,0.6,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
4,3,0.7,0.575,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
4,4,0.7,0.575,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
2,3,0.7,0.55,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
2,4,0.7,0.55,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
0,2,0.85,0.525,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
2,0,0.85,0.525,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,0,0.85,0.525,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
4,1,0.85,0.525,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
0,3,0.85,0.5,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
1,3,0.85,0.5,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
4,4,1.0,0.5,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
2,3,1.0,0.475,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
2,4,1.0,0.475,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,3,1.0,0.475,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,4,1.0,0.475,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
0,0,1.15,0.45,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
2,0,1.15,0.45,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,0,1.15,0.45,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
4,3,1.15,0.45,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
0,3,1.15,0.425,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
1,3,1.15,0.425,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
2,3,1.15,0.425,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,3,1.15,0.425,7,2,5,26,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,2,3,0.4,2,8,0.2,False,True,2
3,3,0.7,0.35,26,7,19,12,0,0.2692307692307692,1.0,0.42424242424242425,2,3,0.4,2,8,0.2,False,True,2
4,4,0.55,0.525,15,4,11,20,3,0.26666666666666666,0.5714285714285714,0.36363636363636365,2,3,0.4,2,8,0.2,False,True,2
0,4,0.55,0.5,15,4,11,20,3,0.26666666666666666,0.5714285714285714,0.36363636363636365,2,3,0.4,2,8,0.2,False,True,2
1,4,0.55,0.5,15,4,11,20,3,0.26666666666666666,0.5714285714285714,0.36363636363636365,2,3,0.4,2,8,0.2,False,True,2
2,4,0.55,0.5,15,4,11,20,3,0.26666666666666666,0.5714285714285714,0.36363636363636365,2,3,0.4,2,8,0.2,False,True,2
3,4,0.55,0.5,15,4,11,20,3,0.26666666666666666,0.5714285714285714,0.36363636363636365,2,3,0.4,2,8,0.2,False,True,2
4,3,0.7,0.4,19,5,14,17,2,0.2631578947368421,0.7142857142857143,0.3846153846153846,2,3,0.4,2,8,0.2,False,True,2
3,4,0.85,0.35,19,5,14,17,2,0.2631578947368421,0.7142857142857143,0.3846153846153846,2,3,0.4,2,8,0.2,False,True,2
4,4,0.85,0.35,19,5,14,17,2,0.2631578947368421,0.7142857142857143,0.3846153846153846,2,3,0.4,2,8,0.2,False,True,2
3,4,0.7,0.35,28,7,21,10,0,0.25,1.0,0.4,2,3,0.4,2,8,0.2,False,True,2
4,4,0.7,0.4,20,5,15,16,2,0.25,0.7142857142857143,0.37037037037037035,2,3,0.4,2,8,0.2,False,True,2
1,4,0.7,0.375,20,5,15,16,2,0.25,0.7142857142857143,0.37037037037037035,2,3,0.4,2,8,0.2,False,True,2
3,2,0.85,0.35,20,5,15,16,2,0.25,0.7142857142857143,0.37037037037037035,2,3,0.4,2,8,0.2,False,True,2
4,2,0.85,0.35,20,5,15,16,2,0.25,0.7142857142857143,0.37037037037037035,2,3,0.4,2,8,0.2,False,True,2
0,4,0.7,0.425,16,4,12,19,3,0.25,0.5714285714285714,0.34782608695652173,2,3,0.4,2,8,0.2,False,True,2
1,4,0.7,0.425,16,4,12,19,3,0.25,0.5714285714285714,0.34782608695652173,2,3,0.4,2,8,0.2,False,True,2
2,4,0.7,0.425,16,4,12,19,3,0.25,0.5714285714285714,0.34782608695652173,2,3,0.4,2,8,0.2,False,True,2
3,4,0.7,0.425,16,4,12,19,3,0.25,0.5714285714285714,0.34782608695652173,2,3,0.4,2,8,0.2,False,True,2
2,4,0.85,0.35,16,4,12,19,3,0.25,0.5714285714285714,0.34782608695652173,2,3,0.4,2,8,0.2,False,True,2
3,3,0.85,0.35,16,4,12,19,3,0.25,0.5714285714285714,0.34782608695652173,2,3,0.4,2,8,0.2,False,True,2
3,2,0.55,0.55,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
4,0,0.55,0.55,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
0,0,0.55,0.525,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
0,2,0.55,0.525,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
1,0,0.55,0.525,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
1,2,0.55,0.525,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
2,0,0.55,0.525,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
3,0,0.55,0.525,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
4,1,0.55,0.525,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
0,1,0.55,0.5,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
1,1,0.55,0.5,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
2,1,0.55,0.5,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
3,1,0.55,0.5,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
4,2,0.7,0.5,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
0,0,0.7,0.475,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
1,2,0.7,0.475,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
2,2,0.7,0.475,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
3,0,0.7,0.475,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
3,1,0.7,0.45,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
4,1,0.7,0.45,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
0,1,0.7,0.425,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
1,1,0.7,0.425,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
2,1,0.7,0.425,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
3,1,0.7,0.425,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
4,1,0.85,0.4,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
0,1,0.85,0.375,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
1,1,0.85,0.375,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
2,1,0.85,0.375,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
3,1,0.85,0.375,12,3,9,22,4,0.25,0.42857142857142855,0.3157894736842105,2,3,0.4,2,8,0.2,False,True,2
4,1,0.55,0.6,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,3,0.55,0.6,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,1,0.55,0.575,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,1,0.55,0.575,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,0,0.7,0.575,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,1,0.55,0.575,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,2,0.7,0.575,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,0,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,0,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,2,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,0,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
3,3,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
3,4,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,0,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,0,0.85,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,1,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,2,0.85,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,3,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,4,0.7,0.55,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,1,0.7,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,1,0.7,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,1,0.7,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,2,0.85,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
3,1,0.7,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
3,2,0.85,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,0,0.85,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,1,0.7,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,2,0.85,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,3,0.85,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,4,0.85,0.525,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,0,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,4,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,0,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,1,0.7,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,2,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,4,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,0,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,3,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,4,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
3,3,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,0,1.0,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,1,0.85,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
4,2,1.0,0.5,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,0,1.0,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,1,0.85,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
0,2,1.0,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,0,1.0,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,1,0.85,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
1,2,1.0,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,0,1.0,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,1,0.85,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
2,2,1.0,0.475,8,2,6,25,5,0.25,0.2857142857142857,0.26666666666666666,2,3,0.4,2,8,0.2,False,True,2
